# Spatial-averaged data for fix zcnt_hi and group z_hi
# Timestep Number-of-bins
# Bin Coord Ncount v_temp
20810000 20
  17 0.825 976 319.329
  18 0.875 980 315.635
  19 0.925 976.64 310.33
  20 0.975 967.36 314.144
22990000 20
  1 0.025 966.73 317.365
  2 0.075 977.27 320.373
  3 0.125 980.06 318.315
  4 0.175 975.94 317.426
  5 0.225 981.48 312.266
  6 0.275 974.52 316.36
  7 0.325 982.5 319.243
  8 0.375 973.5 317.241
  9 0.425 981.34 314.153
  10 0.475 974.66 320.486
  11 0.525 981 326.002
  12 0.575 975 329.53
  13 0.625 980.34 327.445
  14 0.675 975.66 322.38
  15 0.725 980.6 320.731
  16 0.775 975.4 327.618
  17 0.825 979.69 314.923
  18 0.875 976.31 314.177
  19 0.925 978.09 314.999
  20 0.975 965.91 318.26
23000000 20
  1 0.025 965.58 325.439
  2 0.075 978.42 316.806
  3 0.125 976.83 318.638
  4 0.175 979.17 316.932
  5 0.225 976.87 317.6
  6 0.275 979.13 314.365
  7 0.325 976.6 315.304
  8 0.375 979.4 319.434
  9 0.425 975.91 316.894
  10 0.475 980.09 317.826
  11 0.525 976.03 321.801
  12 0.575 979.97 327.351
  13 0.625 974.92 329.682
  14 0.675 981.08 320.747
  15 0.725 975.86 330.795
  16 0.775 980.14 320.414
  17 0.825 977.76 316.874
  18 0.875 978.24 316.127
  19 0.925 977.36 310.866
  20 0.975 966.64 313.025
23010000 20
  1 0.025 966.63 322.53
  2 0.075 977.37 320.06
  3 0.125 979.31 311.471
  4 0.175 976.69 315.956
  5 0.225 980.7 318.293
  6 0.275 975.3 322.408
  7 0.325 981.66 314.08
  8 0.375 974.34 322.176
  9 0.425 981.45 319.63
  10 0.475 974.55 320.412
  11 0.525 981.5 325.003
  12 0.575 974.5 325.542
  13 0.625 981.14 322.996
  14 0.675 974.86 322.051
  15 0.725 980.93 323.244
  16 0.775 975.07 320.381
  17 0.825 978.79 315.981
  18 0.875 977.21 314.352
  19 0.925 978.13 314.977
  20 0.975 965.87 314.875
23020000 20
  1 0.025 966.04 317.737
  2 0.075 977.96 319.083
  3 0.125 977.66 317.798
  4 0.175 978.34 314.798
  5 0.225 976.45 319.774
  6 0.275 979.55 318.48
  7 0.325 975.95 321.071
  8 0.375 980.05 323.378
  9 0.425 974.92 325.02
  10 0.475 981.08 318.945
  11 0.525 974.87 322.919
  12 0.575 981.13 318.983
  13 0.625 974.49 317.383
  14 0.675 981.51 323.826
  15 0.725 976.07 318.448
  16 0.775 979.93 317.632
  17 0.825 977.37 313.904
  18 0.875 978.63 321.306
  19 0.925 977.75 314.967
  20 0.975 966.25 319.042
23030000 20
  1 0.025 966.79 314.701
  2 0.075 977.21 320.963
  3 0.125 977.88 320.864
  4 0.175 978.12 322.193
  5 0.225 979.91 317.715
  6 0.275 976.09 316.444
  7 0.325 981.26 320.011
  8 0.375 974.74 317.362
  9 0.425 980.75 314.301
  10 0.475 975.25 317.848
  11 0.525 979.93 327.874
  12 0.575 976.07 323.4
  13 0.625 979.32 320.969
  14 0.675 976.68 321.466
  15 0.725 978.8 320.332
  16 0.775 977.2 319.07
  17 0.825 977.68 320.108
  18 0.875 978.32 319.684
  19 0.925 977.4 317.742
  20 0.975 966.6 315.428
23040000 20
  1 0.025 966.17 315.987
  2 0.075 977.83 316.898
  3 0.125 977.91 322.574
  4 0.175 978.09 321.018
  5 0.225 976.32 317.729
  6 0.275 979.68 317.698
  7 0.325 975.59 321.718
  8 0.375 980.41 313.583
  9 0.425 975.05 315.528
  10 0.475 980.95 322.046
  11 0.525 974.87 321.029
  12 0.575 981.13 322.136
  13 0.625 974.82 317.072
  14 0.675 981.18 325.009
  15 0.725 975.5 322.64
  16 0.775 980.5 319.472
  17 0.825 977.15 317.615
  18 0.875 978.85 320.92
  19 0.925 977.31 319.931
  20 0.975 966.69 313.856
23050000 20
  1 0.025 966.94 314.449
  2 0.075 977.06 318.725
  3 0.125 978.63 320.866
  4 0.175 977.37 326.21
  5 0.225 980.44 319.541
  6 0.275 975.56 322.325
  7 0.325 981.6 319.499
  8 0.375 974.4 318.256
  9 0.425 981.5 313.446
  10 0.475 974.5 319.101
  11 0.525 981.56 315.339
  12 0.575 974.44 323.687
  13 0.625 980.27 322.413
  14 0.675 975.73 324.054
  15 0.725 979.66 321.69
  16 0.775 976.34 317.727
  17 0.825 977.66 316.682
  18 0.875 978.34 318.094
  19 0.925 977.83 320.305
  20 0.975 966.17 317.259
23060000 20
  1 0.025 966.51 312.342
  2 0.075 977.49 316.87
  3 0.125 977.22 320.547
  4 0.175 978.78 322.515
  5 0.225 975.34 326.273
  6 0.275 980.66 327.446
  7 0.325 975.05 322.402
  8 0.375 980.95 318.232
  9 0.425 974.2 314.668
  10 0.475 981.8 316.265
  11 0.525 974.9 323.723
  12 0.575 981.1 318.265
  13 0.625 974.67 323.709
  14 0.675 981.33 322.164
  15 0.725 976.29 317.655
  16 0.775 979.71 313.773
  17 0.825 977.96 317.573
  18 0.875 978.04 318.355
  19 0.925 977.94 320.609
  20 0.975 966.06 318.08
23070000 20
  1 0.025 966.22 309.154
  2 0.075 977.78 315.168
  3 0.125 978.03 317.712
  4 0.175 977.97 321.575
  5 0.225 979.78 328.303
  6 0.275 976.22 322.65
  7 0.325 981.04 324.792
  8 0.375 974.96 321.258
  9 0.425 980.82 324.686
  10 0.475 975.18 321.911
  11 0.525 980.36 317.381
  12 0.575 975.64 318.988
  13 0.625 980.03 313.247
  14 0.675 975.97 315.203
  15 0.725 979.31 321.682
  16 0.775 976.69 323.501
  17 0.825 977.52 311.882
  18 0.875 978.48 321.138
  19 0.925 976.83 319.494
  20 0.975 967.17 319.069
23080000 20
  1 0.025 966.79 319.463
  2 0.075 977.21 317.911
  3 0.125 977.4 320.971
  4 0.175 978.6 315.996
  5 0.225 976.82 318.397
  6 0.275 979.18 317.786
  7 0.325 976.87 328.059
  8 0.375 979.13 322.661
  9 0.425 976.67 313.217
  10 0.475 979.33 317.289
  11 0.525 975.86 318.752
  12 0.575 980.14 321.27
  13 0.625 974.52 323.253
  14 0.675 981.48 318.551
  15 0.725 976.25 316.276
  16 0.775 979.75 320.025
  17 0.825 977.65 319.801
  18 0.875 978.35 319.135
  19 0.925 977.69 316.85
  20 0.975 966.31 322.653
23090000 20
  1 0.025 966.37 318.313
  2 0.075 977.63 317.377
  3 0.125 978.19 318.433
  4 0.175 977.81 317.675
  5 0.225 978.73 320.823
  6 0.275 977.27 321.578
  7 0.325 980.22 319.77
  8 0.375 975.78 322.946
  9 0.425 980.05 311.282
  10 0.475 975.95 313.625
  11 0.525 979.55 319.816
  12 0.575 976.45 321.26
  13 0.625 979.19 322.234
  14 0.675 976.81 321.484
  15 0.725 978.14 318.724
  16 0.775 977.86 323.775
  17 0.825 977.76 318.379
  18 0.875 978.24 314.697
  19 0.925 976.96 320.743
  20 0.975 967.04 319.874
23100000 20
  1 0.025 967.35 318.25
  2 0.075 976.65 315.384
  3 0.125 978.85 315.137
  4 0.175 977.15 318.32
  5 0.225 977.46 326.146
  6 0.275 978.54 320.328
  7 0.325 976.84 314.867
  8 0.375 979.16 318.419
  9 0.425 976.79 323.313
  10 0.475 979.21 313.447
  11 0.525 976.86 316.963
  12 0.575 979.14 324.65
  13 0.625 976.22 318.476
  14 0.675 979.78 323.095
  15 0.725 977.68 320.96
  16 0.775 978.32 321.941
  17 0.825 977.54 323.593
  18 0.875 978.46 317.79
  19 0.925 977.46 318.67
  20 0.975 966.54 316.422
23110000 20
  1 0.025 966.34 320.957
  2 0.075 977.66 319.902
  3 0.125 978 321.035
  4 0.175 978 317.949
  5 0.225 978.29 322.412
  6 0.275 977.71 325.262
  7 0.325 979.52 319.192
  8 0.375 976.48 317
  9 0.425 980.05 309.09
  10 0.475 975.95 312.426
  11 0.525 978.94 320.038
  12 0.575 977.06 313.765
  13 0.625 979.26 318.663
  14 0.675 976.74 322.002
  15 0.725 978.19 321.491
  16 0.775 977.81 325.49
  17 0.825 977.63 320.34
  18 0.875 978.37 323.016
  19 0.925 977.11 317.493
  20 0.975 966.89 319.104
23120000 20
  1 0.025 967.36 320.713
  2 0.075 976.64 322.576
  3 0.125 978.24 326.148
  4 0.175 977.76 320.294
  5 0.225 977.37 317.524
  6 0.275 978.63 318.044
  7 0.325 977.62 321.898
  8 0.375 978.38 316.261
  9 0.425 977.5 313.519
  10 0.475 978.5 318.912
  11 0.525 977.52 313.954
  12 0.575 978.48 323.469
  13 0.625 976.94 318.042
  14 0.675 979.06 321.446
  15 0.725 978.37 314.877
  16 0.775 977.63 315.867
  17 0.825 978.22 322.948
  18 0.875 977.78 324.28
  19 0.925 977.54 319.306
  20 0.975 966.46 321.995
23130000 20
  1 0.025 966.46 320.393
  2 0.075 977.54 318.249
  3 0.125 978.6 323.164
  4 0.175 977.4 326.248
  5 0.225 978.56 321.806
  6 0.275 977.44 322.934
  7 0.325 979.51 317.238
  8 0.375 976.49 308.367
  9 0.425 979.57 315.736
  10 0.475 976.43 321.773
  11 0.525 978.9 318.533
  12 0.575 977.1 320.028
  13 0.625 979.15 316.675
  14 0.675 976.85 326.115
  15 0.725 978.71 315.139
  16 0.775 977.29 312.114
  17 0.825 977.39 315.83
  18 0.875 978.61 322.771
  19 0.925 976.53 322.486
  20 0.975 967.47 318.419
23140000 20
  1 0.025 967.43 317.39
  2 0.075 976.57 323.996
  3 0.125 978.24 325.764
  4 0.175 977.76 319.022
  5 0.225 977.62 319.03
  6 0.275 978.38 319.376
  7 0.325 976.65 320.283
  8 0.375 979.35 318.436
  9 0.425 977.23 319.899
  10 0.475 978.77 321.374
  11 0.525 975.91 321.315
  12 0.575 980.09 322.073
  13 0.625 976.23 315.466
  14 0.675 979.77 311.638
  15 0.725 976.96 319.463
  16 0.775 979.04 317.776
  17 0.825 977.4 321.082
  18 0.875 978.6 319.573
  19 0.925 977.63 314.539
  20 0.975 966.37 319.77
23150000 20
  1 0.025 965.91 318.847
  2 0.075 978.09 323.375
  3 0.125 976.97 321.986
  4 0.175 979.03 319.986
  5 0.225 977.62 321.19
  6 0.275 978.38 326.602
  7 0.325 978.62 316.783
  8 0.375 977.38 314.976
  9 0.425 978.61 317.983
  10 0.475 977.39 316.314
  11 0.525 977.9 319.606
  12 0.575 978.1 321.913
  13 0.625 978.77 320.355
  14 0.675 977.23 323.694
  15 0.725 977.63 316.815
  16 0.775 978.37 319.732
  17 0.825 977.44 317.168
  18 0.875 978.56 316.058
  19 0.925 976.91 320.327
  20 0.975 967.09 314.766
23160000 20
  1 0.025 967.49 321.291
  2 0.075 976.51 322.433
  3 0.125 979.81 318.74
  4 0.175 976.19 317.113
  5 0.225 979.02 320.809
  6 0.275 976.98 320.218
  7 0.325 978.54 315.748
  8 0.375 977.46 313.616
  9 0.425 978.99 315.162
  10 0.475 977.01 321.06
  11 0.525 978.87 319.572
  12 0.575 977.13 323.189
  13 0.625 977.85 324.068
  14 0.675 978.15 322.84
  15 0.725 979.09 319.886
  16 0.775 976.91 320.423
  17 0.825 978.69 319.01
  18 0.875 977.31 319.333
  19 0.925 978.56 319.889
  20 0.975 965.44 316.066
23170000 20
  1 0.025 965.29 319.25
  2 0.075 978.71 319.484
  3 0.125 977.69 315.743
  4 0.175 978.31 318.737
  5 0.225 978.43 320.409
  6 0.275 977.57 312.017
  7 0.325 979.33 320.203
  8 0.375 976.67 317.864
  9 0.425 979.16 320.203
  10 0.475 976.84 320.15
  11 0.525 978.96 323.171
  12 0.575 977.04 321.607
  13 0.625 978.5 315.858
  14 0.675 977.5 319.454
  15 0.725 977.59 321.971
  16 0.775 978.41 324.91
  17 0.825 977.05 315.598
  18 0.875 978.95 319.478
  19 0.925 976.67 317.732
  20 0.975 967.33 320.061
23180000 20
  1 0.025 967.78 317.763
  2 0.075 976.22 314.327
  3 0.125 981.11 318.474
  4 0.175 974.89 320.005
  5 0.225 980.47 324.292
  6 0.275 975.53 313.244
  7 0.325 979.44 319.219
  8 0.375 976.56 317.219
  9 0.425 979.48 319.837
  10 0.475 976.52 322.898
  11 0.525 979.46 322.078
  12 0.575 976.54 323.502
  13 0.625 978.9 323.9
  14 0.675 977.1 322.607
  15 0.725 978.73 320.769
  16 0.775 977.27 321.415
  17 0.825 979.28 314.632
  18 0.875 976.72 315.228
  19 0.925 978.5 321.348
  20 0.975 965.5 319.673
23190000 20
  1 0.025 965.4 313.97
  2 0.075 978.6 317.855
  3 0.125 976.83 313.746
  4 0.175 979.17 323.486
  5 0.225 977.15 315.848
  6 0.275 978.85 314.186
  7 0.325 976.3 321.907
  8 0.375 979.7 324.285
  9 0.425 975.62 323.123
  10 0.475 980.38 313.531
  11 0.525 976.19 313.979
  12 0.575 979.81 317.756
  13 0.625 976.44 322.502
  14 0.675 979.56 329.654
  15 0.725 975.52 328.379
  16 0.775 980.48 322.754
  17 0.825 975.44 320.498
  18 0.875 980.56 316.344
  19 0.925 976.02 314.85
  20 0.975 967.98 317.277
23200000 20
  1 0.025 967.76 321.2
  2 0.075 976.24 313.822
  3 0.125 980.13 317.84
  4 0.175 975.87 316.102
  5 0.225 980.87 313.523
  6 0.275 975.13 320.565
  7 0.325 980.53 318.257
  8 0.375 975.47 314.435
  9 0.425 980.75 322.09
  10 0.475 975.25 325.117
  11 0.525 980.57 319.96
  12 0.575 975.43 318.865
  13 0.625 979.9 320.181
  14 0.675 976.1 321.283
  15 0.725 979.66 327.813
  16 0.775 976.34 326.521
  17 0.825 979.43 316.498
  18 0.875 976.57 318.343
  19 0.925 979.07 317.945
  20 0.975 964.93 317.995
23210000 20
  1 0.025 965 322.071
  2 0.075 979 317.02
  3 0.125 976.11 317.825
  4 0.175 979.89 315.501
  5 0.225 975.68 311.948
  6 0.275 980.32 319.042
  7 0.325 975.63 318.842
  8 0.375 980.37 310.841
  9 0.425 974.93 317.751
  10 0.475 981.07 315.973
  11 0.525 975.4 319.446
  12 0.575 980.6 326.726
  13 0.625 976.05 322.696
  14 0.675 979.95 318.375
  15 0.725 975.57 325.399
  16 0.775 980.43 322.792
  17 0.825 976.16 330.531
  18 0.875 979.84 319.82
  19 0.925 976.51 317.944
  20 0.975 967.49 318.236
23220000 20
  1 0.025 967.71 319.399
  2 0.075 976.29 317.161
  3 0.125 979.74 319.966
  4 0.175 976.26 315.813
  5 0.225 980.81 319.658
  6 0.275 975.19 315.946
  7 0.325 980.46 311.692
  8 0.375 975.54 313.116
  9 0.425 981.88 320.968
  10 0.475 974.12 323.368
  11 0.525 981.75 320.21
  12 0.575 974.25 320.79
  13 0.625 980.88 320.216
  14 0.675 975.12 321.038
  15 0.725 980.24 324.34
  16 0.775 975.76 324.346
  17 0.825 979.01 326.579
  18 0.875 976.99 316.269
  19 0.925 978.31 322.163
  20 0.975 965.69 321.996
23230000 20
  1 0.025 966 318.58
  2 0.075 978 318.88
  3 0.125 977.77 318.37
  4 0.175 978.23 318.945
  5 0.225 977.01 313.79
  6 0.275 978.99 314.443
  7 0.325 977.35 314.372
  8 0.375 978.65 322.093
  9 0.425 976.35 319.397
  10 0.475 979.65 321.097
  11 0.525 975.72 321.084
  12 0.575 980.28 323.749
  13 0.625 976.13 322.047
  14 0.675 979.87 318.418
  15 0.725 975.63 317.713
  16 0.775 980.37 322.375
  17 0.825 976.14 323.783
  18 0.875 979.86 323.764
  19 0.925 976.63 317.704
  20 0.975 967.37 322.785
23240000 20
  1 0.025 967.37 316.582
  2 0.075 976.63 313.607
  3 0.125 980.06 317.739
  4 0.175 975.94 321.872
  5 0.225 981.18 313.938
  6 0.275 974.82 320.486
  7 0.325 980.91 318.689
  8 0.375 975.09 313.349
  9 0.425 981.32 321.106
  10 0.475 974.68 322.09
  11 0.525 981.03 315.878
  12 0.575 974.97 315.717
  13 0.625 979.52 326.999
  14 0.675 976.48 324.18
  15 0.725 979.48 321.088
  16 0.775 976.52 324.644
  17 0.825 978.74 318.661
  18 0.875 977.26 322.784
  19 0.925 977.79 321.977
  20 0.975 966.21 318.709
23250000 20
  1 0.025 965.9 321.525
  2 0.075 978.1 316.648
  3 0.125 977.35 315.025
  4 0.175 978.65 317.1
  5 0.225 976.48 318.776
  6 0.275 979.52 317.889
  7 0.325 977.19 316.423
  8 0.375 978.81 317.518
  9 0.425 976.81 317.634
  10 0.475 979.19 323.804
  11 0.525 976.42 323.146
  12 0.575 979.58 327.794
  13 0.625 976.87 320.913
  14 0.675 979.13 319.83
  15 0.725 975.54 324.003
  16 0.775 980.46 313.466
  17 0.825 976.97 317.496
  18 0.875 979.03 321.817
  19 0.925 976.79 320.189
  20 0.975 967.21 325.414
23260000 20
  1 0.025 967.23 319.132
  2 0.075 976.77 316.923
  3 0.125 979.27 318.099
  4 0.175 976.73 312.108
  5 0.225 980.9 315.216
  6 0.275 975.1 323.19
  7 0.325 980.32 320.356
  8 0.375 975.68 320.338
  9 0.425 979.97 326.964
  10 0.475 976.03 322.95
  11 0.525 980.08 321.996
  12 0.575 975.92 321.823
  13 0.625 979.26 314.141
  14 0.675 976.74 312.549
  15 0.725 979.23 321.509
  16 0.775 976.77 316.64
  17 0.825 979.04 318.529
  18 0.875 976.96 316.328
  19 0.925 978.02 321.913
  20 0.975 965.98 324.964
23270000 20
  1 0.025 966.13 317.012
  2 0.075 977.87 314.089
  3 0.125 976.97 315.413
  4 0.175 979.03 317.187
  5 0.225 975.73 323.465
  6 0.275 980.27 320.278
  7 0.325 975.99 318.075
  8 0.375 980.01 319.575
  9 0.425 975.63 322.603
  10 0.475 980.37 321.06
  11 0.525 975.31 322.585
  12 0.575 980.69 321.608
  13 0.625 975.38 318.388
  14 0.675 980.62 320.146
  15 0.725 974.57 317.734
  16 0.775 981.43 319.901
  17 0.825 975.77 320.482
  18 0.875 980.23 319.796
  19 0.925 977.21 321.877
  20 0.975 966.79 316.655
23280000 20
  1 0.025 967.19 315.773
  2 0.075 976.81 311.776
  3 0.125 979.4 318.145
  4 0.175 976.6 319.011
  5 0.225 981.67 323.165
  6 0.275 974.33 322.753
  7 0.325 981.08 318.438
  8 0.375 974.92 324.089
  9 0.425 980.84 316.739
  10 0.475 975.16 320.956
  11 0.525 980.81 322.941
  12 0.575 975.19 316.96
  13 0.625 979.42 321.048
  14 0.675 976.58 316.061
  15 0.725 979.65 315.22
  16 0.775 976.35 325.37
  17 0.825 978.55 325.113
  18 0.875 977.45 321.877
  19 0.925 977.67 315.887
  20 0.975 966.33 313.622
23290000 20
  1 0.025 966.6 315.668
  2 0.075 977.4 317.912
  3 0.125 977.13 316.142
  4 0.175 978.87 315.494
  5 0.225 976.58 321.886
  6 0.275 979.42 330.363
  7 0.325 976.71 322.075
  8 0.375 979.29 312.955
  9 0.425 976.14 317.577
  10 0.475 979.86 315.207
  11 0.525 976.5 314.415
  12 0.575 979.5 318.497
  13 0.625 977.48 319.469
  14 0.675 978.52 325.534
  15 0.725 975.79 321.629
  16 0.775 980.21 323.151
  17 0.825 976.72 320.936
  18 0.875 979.28 323.264
  19 0.925 977.69 318.443
  20 0.975 966.31 317.179
23300000 20
  1 0.025 966.88 311.571
  2 0.075 977.12 319.332
  3 0.125 979.7 320.022
  4 0.175 976.3 324.957
  5 0.225 981.82 322.833
  6 0.275 974.18 320.028
  7 0.325 980.98 318.24
  8 0.375 975.02 315.966
  9 0.425 981.5 316.605
  10 0.475 974.5 309.096
  11 0.525 981.43 313.267
  12 0.575 974.57 318.487
  13 0.625 981.38 324.749
  14 0.675 974.62 327.312
  15 0.725 980.9 316.779
  16 0.775 975.1 324.607
  17 0.825 979.35 323.195
  18 0.875 976.65 321.895
  19 0.925 977.64 324.119
  20 0.975 966.36 318.814
23310000 20
  1 0.025 967.02 317.205
  2 0.075 976.98 315.127
  3 0.125 977.91 321.549
  4 0.175 978.09 321.341
  5 0.225 976.02 316.583
  6 0.275 979.98 324.889
  7 0.325 975.73 323.429
  8 0.375 980.27 317.971
  9 0.425 975.24 315.339
  10 0.475 980.76 315.888
  11 0.525 975.42 322.514
  12 0.575 980.58 315.363
  13 0.625 976.96 314.738
  14 0.675 979.04 318.931
  15 0.725 975.44 316.9
  16 0.775 980.56 318.954
  17 0.825 977.04 320.79
  18 0.875 978.96 324.871
  19 0.925 977.84 324.321
  20 0.975 966.16 322.19
23320000 20
  1 0.025 966.62 313.692
  2 0.075 977.38 319.229
  3 0.125 978.85 323.696
  4 0.175 977.15 329.656
  5 0.225 980.58 314.824
  6 0.275 975.42 320.481
  7 0.325 980.26 317.479
  8 0.375 975.74 325.654
  9 0.425 981.04 322.497
  10 0.475 974.96 313.333
  11 0.525 981.65 316.391
  12 0.575 974.35 317.136
  13 0.625 980.95 312.336
  14 0.675 975.05 320.498
  15 0.725 980.44 321.043
  16 0.775 975.56 322.509
  17 0.825 978.51 319.245
  18 0.875 977.49 319.168
  19 0.925 977.16 321.126
  20 0.975 966.84 321.582
23330000 20
  1 0.025 966.45 319.38
  2 0.075 977.55 325.616
  3 0.125 977.13 325.253
  4 0.175 978.87 324.946
  5 0.225 976.26 321.751
  6 0.275 979.74 319.468
  7 0.325 975.93 320.345
  8 0.375 980.07 313.719
  9 0.425 975.13 313.577
  10 0.475 980.87 310.975
  11 0.525 975.23 320.081
  12 0.575 980.77 319.523
  13 0.625 976.13 322.349
  14 0.675 979.87 318.783
  15 0.725 976.03 316.761
  16 0.775 979.97 319.388
  17 0.825 977.99 315.598
  18 0.875 978.01 321.561
  19 0.925 977.58 323.409
  20 0.975 966.42 323.96
23340000 20
  1 0.025 965.93 319.714
  2 0.075 978.07 323.725
  3 0.125 978.01 328.343
  4 0.175 977.99 325.108
  5 0.225 979.96 320.238
  6 0.275 976.04 315.671
  7 0.325 980.19 314.677
  8 0.375 975.81 312.699
  9 0.425 981.01 313.266
  10 0.475 974.99 317.747
  11 0.525 980.86 314.409
  12 0.575 975.14 315.026
  13 0.625 979.88 320.108
  14 0.675 976.12 321.716
  15 0.725 979.46 313.943
  16 0.775 976.54 319.283
  17 0.825 978.85 319.883
  18 0.875 977.15 322.807
  19 0.925 977.33 324.936
  20 0.975 966.67 322.846
23350000 20
  1 0.025 966.81 322.028
  2 0.075 977.19 325.397
  3 0.125 977.86 320.563
  4 0.175 978.14 321.599
  5 0.225 977.06 318.298
  6 0.275 978.94 320.067
  7 0.325 977.13 316.334
  8 0.375 978.87 319.646
  9 0.425 976.13 315.202
  10 0.475 979.87 318.204
  11 0.525 975.68 314.466
  12 0.575 980.32 317.142
  13 0.625 976.64 316.316
  14 0.675 979.36 316.718
  15 0.725 976.61 316.568
  16 0.775 979.39 317.011
  17 0.825 978.65 322.039
  18 0.875 977.35 319.741
  19 0.925 977.83 323.371
  20 0.975 966.17 326.645
23360000 20
  1 0.025 966.36 323.637
  2 0.075 977.64 329.561
  3 0.125 978.13 320.816
  4 0.175 977.87 322.764
  5 0.225 980.18 314.966
  6 0.275 975.82 314.401
  7 0.325 979.85 312.864
  8 0.375 976.15 317.143
  9 0.425 980.47 324.696
  10 0.475 975.53 314.577
  11 0.525 980.24 313.557
  12 0.575 975.76 316.284
  13 0.625 980.23 318.506
  14 0.675 975.77 317.555
  15 0.725 979.6 319.664
  16 0.775 976.4 324.776
  17 0.825 978.92 320.516
  18 0.875 977.08 317.456
  19 0.925 977.86 317.143
  20 0.975 966.14 323.723
23370000 20
  1 0.025 966.22 325.87
  2 0.075 977.78 319.826
  3 0.125 977.2 316.707
  4 0.175 978.8 318.719
  5 0.225 976.95 319.165
  6 0.275 979.05 317.71
  7 0.325 976.44 319.282
  8 0.375 979.56 315.299
  9 0.425 975.93 319.845
  10 0.475 980.07 319.62
  11 0.525 975.39 321.317
  12 0.575 980.61 319.3
  13 0.625 976.11 313.162
  14 0.675 979.89 318.746
  15 0.725 976.96 320.181
  16 0.775 979.04 319.452
  17 0.825 978.91 320.806
  18 0.875 977.09 320.795
  19 0.925 977.76 323.131
  20 0.975 966.24 316.045
23380000 20
  1 0.025 966.29 325.057
  2 0.075 977.71 320.329
  3 0.125 977.21 317.456
  4 0.175 978.79 316.981
  5 0.225 979.62 317.808
  6 0.275 976.38 322.73
  7 0.325 980.01 319.946
  8 0.375 975.99 321.796
  9 0.425 981.41 316.043
  10 0.475 974.59 312.178
  11 0.525 981.54 311.936
  12 0.575 974.46 317.962
  13 0.625 981.05 318.868
  14 0.675 974.95 318.961
  15 0.725 979.73 317.103
  16 0.775 976.27 322.975
  17 0.825 979.06 323.534
  18 0.875 976.94 321.034
  19 0.925 977.87 323.496
  20 0.975 966.13 316.452
23390000 20
  1 0.025 966.16 321.437
  2 0.075 977.84 320.561
  3 0.125 977.59 320.545
  4 0.175 978.41 319.735
  5 0.225 976.52 325.476
  6 0.275 979.48 320.774
  7 0.325 975.88 321.826
  8 0.375 980.12 317.16
  9 0.425 975.83 314.292
  10 0.475 980.17 314.835
  11 0.525 975.38 312.028
  12 0.575 980.62 319.492
  13 0.625 976.08 317.258
  14 0.675 979.92 316.131
  15 0.725 976.63 324.499
  16 0.775 979.37 319.683
  17 0.825 978.68 319.371
  18 0.875 977.32 322.931
  19 0.925 977.61 322.335
  20 0.975 966.39 316.793
23400000 20
  1 0.025 966.81 326.568
  2 0.075 977.19 317.653
  3 0.125 977.68 323.946
  4 0.175 978.32 320.944
  5 0.225 979.82 320.843
  6 0.275 976.18 321.309
  7 0.325 980.72 319.056
  8 0.375 975.28 311.471
  9 0.425 981.57 319.088
  10 0.475 974.43 314.869
  11 0.525 981.69 315.422
  12 0.575 974.31 319.082
  13 0.625 981.68 315.54
  14 0.675 974.32 320.823
  15 0.725 979.87 315.953
  16 0.775 976.13 322.237
  17 0.825 978.2 320.635
  18 0.875 977.8 314.598
  19 0.925 977.84 322.95
  20 0.975 966.16 321.715
23410000 20
  1 0.025 966.35 321.424
  2 0.075 977.65 320.912
  3 0.125 978.4 323.884
  4 0.175 977.6 321.403
  5 0.225 977.23 324.349
  6 0.275 978.77 317.771
  7 0.325 975.91 321.103
  8 0.375 980.09 316.145
  9 0.425 975.81 311.905
  10 0.475 980.19 315.985
  11 0.525 975.27 313.003
  12 0.575 980.73 314.098
  13 0.625 976.28 324.509
  14 0.675 979.72 323.796
  15 0.725 977.34 322.257
  16 0.775 978.66 316.545
  17 0.825 979.2 319.874
  18 0.875 976.8 319.455
  19 0.925 978.15 318.697
  20 0.975 965.85 318.612
23420000 20
  1 0.025 966.4 317.7
  2 0.075 977.6 321.82
  3 0.125 977.14 328.169
  4 0.175 978.86 323.445
  5 0.225 978.41 322.149
  6 0.275 977.59 326.366
  7 0.325 979.67 315.354
  8 0.375 976.33 314.489
  9 0.425 980.33 314.47
  10 0.475 975.67 311.279
  11 0.525 979.65 318.284
  12 0.575 976.35 317.341
  13 0.625 979.49 320.947
  14 0.675 976.51 321.2
  15 0.725 978.86 323.079
  16 0.775 977.14 313.589
  17 0.825 978.09 315.611
  18 0.875 977.91 321.619
  19 0.925 977.45 320.734
  20 0.975 966.55 320.139
23430000 20
  1 0.025 967.26 320.825
  2 0.075 976.74 321.64
  3 0.125 979.28 324.751
  4 0.175 976.72 322.178
  5 0.225 978.39 323.987
  6 0.275 977.61 320.457
  7 0.325 976.96 320.213
  8 0.375 979.04 316
  9 0.425 976.96 317.355
  10 0.475 979.04 319.864
  11 0.525 976.69 315.699
  12 0.575 979.31 314.229
  13 0.625 976.63 318.212
  14 0.675 979.37 322.132
  15 0.725 976.98 321.923
  16 0.775 979.02 320.146
  17 0.825 978.91 314.892
  18 0.875 977.09 315.307
  19 0.925 977.92 319.636
  20 0.975 966.08 317.108
23440000 20
  1 0.025 966.01 321.441
  2 0.075 977.99 323.656
  3 0.125 976.26 319.53
  4 0.175 979.74 324.249
  5 0.225 977.59 326.499
  6 0.275 978.41 316.137
  7 0.325 977.84 320.338
  8 0.375 978.16 321.315
