# Spatial-averaged data for fix zcnt_hi and group z_hi
# Timestep Number-of-bins
# Bin Coord Ncount v_temp
20810000 20
  18 0.875 980.65 326.558
  19 0.925 976.02 318.812
  20 0.975 967.98 310.587
22060000 20
  1 0.025 968.02 315.937
  2 0.075 975.98 314.084
  3 0.125 981.38 311.248
  4 0.175 974.62 317.269
  5 0.225 981.19 318.011
  6 0.275 974.81 314.726
  7 0.325 982.61 321.222
  8 0.375 973.39 323.803
  9 0.425 983.4 319.861
  10 0.475 972.6 320.856
  11 0.525 983.86 316.564
  12 0.575 972.14 320.44
  13 0.625 983.96 325.859
  14 0.675 972.04 325.345
  15 0.725 983.32 324.738
  16 0.775 972.68 323.68
  17 0.825 980.78 322.791
  18 0.875 975.22 314.73
  19 0.925 979.05 317.304
  20 0.975 964.95 311.987
22070000 20
  1 0.025 964.72 321.523
  2 0.075 979.28 314.449
  3 0.125 975.91 309.545
  4 0.175 980.09 315.335
  5 0.225 973.87 313.497
  6 0.275 982.13 318.208
  7 0.325 972.23 316.345
  8 0.375 983.77 321.064
  9 0.425 972.12 328.906
  10 0.475 983.87 320.099
  11 0.525 972.78 319.306
  12 0.575 983.23 318.091
  13 0.625 974.05 322.606
  14 0.675 981.95 328.653
  15 0.725 975.6 327.362
  16 0.775 980.4 327.162
  17 0.825 975.38 324.991
  18 0.875 980.62 316.62
  19 0.925 976.4 311.769
  20 0.975 967.6 312.208
22080000 20
  1 0.025 967.63 314.608
  2 0.075 976.37 316.139
  3 0.125 980.54 314.864
  4 0.175 975.46 311.753
  5 0.225 980.63 316.291
  6 0.275 975.37 316.966
  7 0.325 982.41 324.223
  8 0.375 973.59 315.064
  9 0.425 983.19 318.073
  10 0.475 972.81 325.218
  11 0.525 983.91 318.649
  12 0.575 972.09 326.559
  13 0.625 983.98 320.887
  14 0.675 972.02 318.874
  15 0.725 982.34 326.218
  16 0.775 973.66 332
  17 0.825 980.06 318.54
  18 0.875 975.94 319.607
  19 0.925 979.27 322.194
  20 0.975 964.73 312.282
22090000 20
  1 0.025 965.44 312.096
  2 0.075 978.56 318.974
  3 0.125 975.95 319.02
  4 0.175 980.05 313.586
  5 0.225 973.77 311.05
  6 0.275 982.23 319.674
  7 0.325 972.08 320.427
  8 0.375 983.92 316.842
  9 0.425 972.21 320.406
  10 0.475 983.78 322.792
  11 0.525 972.98 320.543
  12 0.575 983.03 318.4
  13 0.625 973.87 317.945
  14 0.675 982.13 317.256
  15 0.725 975.33 328.805
  16 0.775 980.67 321.127
  17 0.825 975.39 317.297
  18 0.875 980.61 320.307
  19 0.925 976.48 324.033
  20 0.975 967.52 318.659
22100000 20
  1 0.025 967.87 321.105
  2 0.075 976.13 320.924
  3 0.125 980.92 311.769
  4 0.175 975.08 314.36
  5 0.225 980.48 318.099
  6 0.275 975.52 320.194
  7 0.325 981.65 319.652
  8 0.375 974.35 319.639
  9 0.425 982.61 315.024
  10 0.475 973.39 317.959
  11 0.525 983.44 326.67
  12 0.575 972.56 322.576
  13 0.625 983.72 314.743
  14 0.675 972.28 321.003
  15 0.725 981.66 321.484
  16 0.775 974.34 313.801
  17 0.825 979.86 319.445
  18 0.875 976.14 316.082
  19 0.925 978.79 319.318
  20 0.975 965.21 326.796
22110000 20
  1 0.025 965.37 321.621
  2 0.075 978.63 319.96
  3 0.125 976.27 317.013
  4 0.175 979.73 313.429
  5 0.225 974.48 316.856
  6 0.275 981.52 323.101
  7 0.325 972.56 322.304
  8 0.375 983.44 319.527
  9 0.425 972.46 313.253
  10 0.475 983.54 321.9
  11 0.525 973.3 319.893
  12 0.575 982.7 318.139
  13 0.625 973.71 321.493
  14 0.675 982.29 317.514
  15 0.725 974.58 325.591
  16 0.775 981.42 314.339
  17 0.825 974.77 319.232
  18 0.875 981.23 313.497
  19 0.925 976.12 320.722
  20 0.975 967.88 322.911
22120000 20
  1 0.025 967.92 317.859
  2 0.075 976.08 315.175
  3 0.125 981.9 316.372
  4 0.175 974.1 319.703
  5 0.225 981.44 318.597
  6 0.275 974.56 323.363
  7 0.325 982.66 323.942
  8 0.375 973.34 321.377
  9 0.425 983.09 317.76
  10 0.475 972.91 315.269
  11 0.525 983.7 317.573
  12 0.575 972.3 320.439
  13 0.625 983.59 322.777
  14 0.675 972.41 317.534
  15 0.725 982.23 322.617
  16 0.775 973.77 321.165
  17 0.825 980.35 320.066
  18 0.875 975.65 320.491
  19 0.925 978.65 313.555
  20 0.975 965.35 314.845
22130000 20
  1 0.025 965.25 317.241
  2 0.075 978.75 315.258
  3 0.125 976.32 315.404
  4 0.175 979.68 318.248
  5 0.225 974.38 323.863
  6 0.275 981.62 316.997
  7 0.325 972.57 326.497
  8 0.375 983.43 323.445
  9 0.425 972.44 317.155
  10 0.475 983.56 312.713
  11 0.525 973.16 317.422
  12 0.575 982.84 319.419
  13 0.625 974.01 320.698
  14 0.675 981.99 325.674
  15 0.725 974.84 321.536
  16 0.775 981.16 322.821
  17 0.825 974.84 321.393
  18 0.875 981.16 316.949
  19 0.925 975.83 314.402
  20 0.975 968.17 316.469
22140000 20
  1 0.025 967.73 318.168
  2 0.075 976.27 314.734
  3 0.125 980.93 320.833
  4 0.175 975.07 322.589
  5 0.225 981.24 320.402
  6 0.275 974.76 318.319
  7 0.325 981.81 321.182
  8 0.375 974.19 312.494
  9 0.425 982.87 318.981
  10 0.475 973.13 316.826
  11 0.525 983.67 319.961
  12 0.575 972.33 320.416
  13 0.625 983.45 322.555
  14 0.675 972.55 318.664
  15 0.725 981.96 322.641
  16 0.775 974.04 320.856
  17 0.825 980.63 319.742
  18 0.875 975.37 318.923
  19 0.925 979.29 312.689
  20 0.975 964.71 318.512
22150000 20
  1 0.025 965.25 314.167
  2 0.075 978.75 319.758
  3 0.125 975.61 326.632
  4 0.175 980.39 316.579
  5 0.225 974.34 320.238
  6 0.275 981.66 316.638
  7 0.325 973.03 318.11
  8 0.375 982.96 316.205
  9 0.425 972.9 323.069
  10 0.475 983.11 321.173
  11 0.525 973.68 321.284
  12 0.575 982.32 326.148
  13 0.625 974.62 318.362
  14 0.675 981.38 312.456
  15 0.725 975.08 313.861
  16 0.775 980.92 319.567
  17 0.825 975 319.336
  18 0.875 981 319.431
  19 0.925 976.18 318.374
  20 0.975 967.82 321.151
22160000 20
  1 0.025 967.89 317.268
  2 0.075 976.11 322.307
  3 0.125 980.83 324.451
  4 0.175 975.17 315.12
  5 0.225 980.57 319.249
  6 0.275 975.43 322.678
  7 0.325 980.86 313.913
  8 0.375 975.14 319.287
  9 0.425 982.02 324.47
  10 0.475 973.98 324.002
  11 0.525 983 322.432
  12 0.575 973.03 317.795
  13 0.625 982.69 313.46
  14 0.675 973.28 313.698
  15 0.725 981.46 312.356
  16 0.775 974.54 316.365
  17 0.825 980.06 320.352
  18 0.875 975.94 320.073
  19 0.925 978.38 321.681
  20 0.975 965.62 321.297
22170000 20
  1 0.025 965.67 316.781
  2 0.075 978.33 323.364
  3 0.125 975.89 324.961
  4 0.175 980.11 319.367
  5 0.225 974.54 320.259
  6 0.275 981.46 319.228
  7 0.325 973.63 313.398
  8 0.375 982.37 321.553
  9 0.425 973.01 319.204
  10 0.475 982.99 320.878
  11 0.525 973.9 321.007
  12 0.575 982.1 316.133
  13 0.625 975 314.624
  14 0.675 981 314.423
  15 0.725 975.51 309.567
  16 0.775 980.49 317.01
  17 0.825 975.31 324.83
  18 0.875 980.69 319.371
  19 0.925 976.37 317.421
  20 0.975 967.63 327.741
22180000 20
  1 0.025 967.69 318.054
  2 0.075 976.31 320.963
  3 0.125 981.15 321.912
  4 0.175 974.85 323.445
  5 0.225 981.05 324.76
  6 0.275 974.95 321.177
  7 0.325 981.47 319.963
  8 0.375 974.53 314.504
  9 0.425 981.88 315.892
  10 0.475 974.12 319.713
  11 0.525 982.86 316.706
  12 0.575 973.14 319.395
  13 0.625 982.11 326.746
  14 0.675 973.89 317.903
  15 0.725 981.21 307.564
  16 0.775 974.79 321.571
  17 0.825 979.76 322.329
  18 0.875 976.24 314.155
  19 0.925 978.78 317.53
  20 0.975 965.22 323.146
22190000 20
  1 0.025 965.61 324.333
  2 0.075 978.39 321.734
  3 0.125 976.79 323.356
  4 0.175 979.21 320.303
  5 0.225 974.96 322.539
  6 0.275 981.04 323.441
  7 0.325 974.05 310.377
  8 0.375 981.95 317.303
  9 0.425 973.29 311.054
  10 0.475 982.71 326.362
  11 0.525 974.15 314.836
  12 0.575 981.85 319.42
  13 0.625 974.84 321.157
  14 0.675 981.16 320.337
  15 0.725 975.66 315.007
  16 0.775 980.34 314.124
  17 0.825 975.45 315.236
  18 0.875 980.55 320.452
  19 0.925 976.29 324.84
  20 0.975 967.71 323.848
22200000 20
  1 0.025 968.09 332.598
  2 0.075 975.91 321.614
  3 0.125 980.63 315.062
  4 0.175 975.37 316.664
  5 0.225 980.3 316.252
  6 0.275 975.7 318.288
  7 0.325 981.16 320.475
  8 0.375 974.84 312.178
  9 0.425 982.19 314.99
  10 0.475 973.81 318.713
  11 0.525 982.74 320.515
  12 0.575 973.26 323.402
  13 0.625 981.76 317.704
  14 0.675 974.24 316.866
  15 0.725 980.82 318.339
  16 0.775 975.18 314.26
  17 0.825 978.28 315.261
  18 0.875 977.72 316.751
  19 0.925 978.1 326.774
  20 0.975 965.9 327.527
22210000 20
  1 0.025 965.01 327.26
  2 0.075 978.99 319.879
  3 0.125 976.35 315.624
  4 0.175 979.65 318.706
  5 0.225 974.81 316.621
  6 0.275 981.19 317.254
  7 0.325 973.75 314.526
  8 0.375 982.23 319.524
  9 0.425 973.31 320.087
  10 0.475 982.71 315.494
  11 0.525 973.68 319.469
  12 0.575 982.32 317.392
  13 0.625 973.79 319.723
  14 0.675 982.21 317.368
  15 0.725 974.57 324.713
  16 0.775 981.43 320.647
  17 0.825 975.06 313.703
  18 0.875 980.94 321.871
  19 0.925 975.69 325.747
  20 0.975 968.31 317.621
22220000 20
  1 0.025 968.06 319.943
  2 0.075 975.94 320.508
  3 0.125 980.53 321.043
  4 0.175 975.47 317.408
  5 0.225 980.87 320.895
  6 0.275 975.13 319.739
  7 0.325 981.81 318.749
  8 0.375 974.19 318.467
  9 0.425 982.02 316.631
  10 0.475 973.98 312.091
  11 0.525 982.58 314.821
  12 0.575 973.42 314.952
  13 0.625 981.97 319.654
  14 0.675 974.03 323.249
  15 0.725 980.89 324.782
  16 0.775 975.11 322.117
  17 0.825 978.67 322.244
  18 0.875 977.33 317.974
  19 0.925 978.61 323.013
  20 0.975 965.39 312.886
22230000 20
  1 0.025 965.29 316.805
  2 0.075 978.71 321.667
  3 0.125 977.24 325.631
  4 0.175 978.76 318.524
  5 0.225 975.18 317.223
  6 0.275 980.82 323.476
  7 0.325 974.23 321.188
  8 0.375 981.77 316.265
  9 0.425 973.51 315.236
  10 0.475 982.49 309.402
  11 0.525 974.12 316.025
  12 0.575 981.88 319.996
  13 0.625 974.7 319.706
  14 0.675 981.3 318.065
  15 0.725 975.44 322.661
  16 0.775 980.56 324.031
  17 0.825 976.01 326.346
  18 0.875 979.99 316.983
  19 0.925 976.44 316.59
  20 0.975 967.56 320.407
22240000 20
  1 0.025 968.09 317.461
  2 0.075 975.91 315.309
  3 0.125 980.57 322.364
  4 0.175 975.43 322.624
  5 0.225 980.71 315.8
  6 0.275 975.29 322.182
  7 0.325 981.45 314.194
  8 0.375 974.55 315.774
  9 0.425 982.1 318.878
  10 0.475 973.9 318.828
  11 0.525 982.67 314.664
  12 0.575 973.33 318.101
  13 0.625 981.75 317.709
  14 0.675 974.25 316.254
  15 0.725 980.92 322.983
  16 0.775 975.08 328.471
  17 0.825 979.47 324.502
  18 0.875 976.53 319.56
  19 0.925 978.81 317.57
  20 0.975 965.19 320.989
22250000 20
  1 0.025 965.1 318.919
  2 0.075 978.9 319.963
  3 0.125 976.15 324.006
  4 0.175 979.85 319.3
  5 0.225 975.24 320.537
  6 0.275 980.76 313.108
  7 0.325 974.46 308.547
  8 0.375 981.54 316.865
  9 0.425 973.6 320.544
  10 0.475 982.4 319.229
  11 0.525 974.14 319.254
  12 0.575 981.86 317.248
  13 0.625 974.66 318.46
  14 0.675 981.34 320.434
  15 0.725 975.7 324.915
  16 0.775 980.3 322.152
  17 0.825 975.54 321.952
  18 0.875 980.46 317.187
  19 0.925 976.24 320.186
  20 0.975 967.76 320.885
22260000 20
  1 0.025 967.56 321.396
  2 0.075 976.44 319.556
  3 0.125 980.1 319.727
  4 0.175 975.9 317.695
  5 0.225 980.09 321.197
  6 0.275 975.91 317.596
  7 0.325 980.76 314.018
  8 0.375 975.24 318.945
  9 0.425 981.65 317.335
  10 0.475 974.35 324.452
  11 0.525 982.35 314.625
  12 0.575 973.65 319.96
  13 0.625 981.77 318.438
  14 0.675 974.23 317.828
  15 0.725 981.08 317.398
  16 0.775 974.92 322.158
  17 0.825 979.61 316.571
  18 0.875 976.39 323.39
  19 0.925 977.99 318.479
  20 0.975 966.01 319.046
22270000 20
  1 0.025 965.08 320.361
  2 0.075 978.92 318.291
  3 0.125 976.33 315.417
  4 0.175 979.67 320.421
  5 0.225 974.97 324.208
  6 0.275 981.03 320.164
  7 0.325 974.61 318.481
  8 0.375 981.39 320.557
  9 0.425 973.59 323.1
  10 0.475 982.41 316.041
  11 0.525 974.12 316.12
  12 0.575 981.88 316.766
  13 0.625 974.31 313.658
  14 0.675 981.69 317.294
  15 0.725 975.39 317.725
  16 0.775 980.61 321.466
  17 0.825 975.77 318.347
  18 0.875 980.23 318.027
  19 0.925 975.83 328.798
  20 0.975 968.17 314.814
22280000 20
  1 0.025 968.06 313.114
  2 0.075 975.94 322.074
  3 0.125 980.66 322.542
  4 0.175 975.34 322.077
  5 0.225 981.14 328.492
  6 0.275 974.86 321.063
  7 0.325 981.95 315.894
  8 0.375 974.05 314.172
  9 0.425 981.94 316.169
  10 0.475 974.06 319.498
  11 0.525 982.28 318.101
  12 0.575 973.72 319.974
  13 0.625 981.36 312.721
  14 0.675 974.64 313.271
  15 0.725 980.75 319.272
  16 0.775 975.25 319.837
  17 0.825 979.27 325.615
  18 0.875 976.73 314.148
  19 0.925 978.24 321.797
  20 0.975 965.76 324.791
22290000 20
  1 0.025 966.57 318.827
  2 0.075 977.43 327.137
  3 0.125 977.22 322.374
  4 0.175 978.78 322.864
  5 0.225 975.61 321.285
  6 0.275 980.39 319.819
  7 0.325 975.01 314.203
  8 0.375 980.99 316.884
  9 0.425 974.01 316.835
  10 0.475 981.99 312.723
  11 0.525 974.16 321.426
  12 0.575 981.84 317.197
  13 0.625 974.32 318.603
  14 0.675 981.68 314.073
  15 0.725 975.58 314.439
  16 0.775 980.42 313.769
  17 0.825 975.57 318.788
  18 0.875 980.43 326.891
  19 0.925 976.3 323.497
  20 0.975 967.7 316.596
22300000 20
  1 0.025 967.66 325.643
  2 0.075 976.34 328.183
  3 0.125 981.32 325.611
  4 0.175 974.68 319.12
  5 0.225 980.68 319.055
  6 0.275 975.32 318.55
  7 0.325 981.39 318.936
  8 0.375 974.61 314.749
  9 0.425 981.74 312.897
  10 0.475 974.26 311.638
  11 0.525 982.07 321.147
  12 0.575 973.93 315.832
  13 0.625 981.35 318.967
  14 0.675 974.65 322.999
  15 0.725 980.7 316.738
  16 0.775 975.3 311.962
  17 0.825 980.07 316.628
  18 0.875 975.93 316.106
  19 0.925 978.72 320.957
  20 0.975 965.28 325.223
22310000 20
  1 0.025 965.47 322.842
  2 0.075 978.53 321.18
  3 0.125 975.76 326.71
  4 0.175 980.24 319.947
  5 0.225 975.57 319.66
  6 0.275 980.43 317.032
  7 0.325 974.88 319.018
  8 0.375 981.12 316.73
  9 0.425 974.29 318.368
  10 0.475 981.71 318.985
  11 0.525 974.68 315.861
  12 0.575 981.32 315.691
  13 0.625 975.77 315.904
  14 0.675 980.23 321.741
  15 0.725 976.15 316.184
  16 0.775 979.85 317.195
  17 0.825 976.26 320.261
  18 0.875 979.74 313.132
  19 0.925 976.52 323.313
  20 0.975 967.48 320.318
22320000 20
  1 0.025 967.27 326.829
  2 0.075 976.73 322.387
  3 0.125 979.35 325.81
  4 0.175 976.65 318.439
  5 0.225 979.56 318.683
  6 0.275 976.44 321.44
  7 0.325 980.25 322.708
  8 0.375 975.75 315.615
  9 0.425 981.44 319.032
  10 0.475 974.56 318.956
  11 0.525 981.88 316.539
  12 0.575 974.12 313.282
  13 0.625 981.03 313.11
  14 0.675 974.97 316.899
  15 0.725 980.14 325.245
  16 0.775 975.86 318.36
  17 0.825 979.19 320.313
  18 0.875 976.81 316.44
  19 0.925 978.55 317.369
  20 0.975 965.45 317.548
22330000 20
  1 0.025 965.41 318.147
  2 0.075 978.59 322.71
  3 0.125 976.46 329.747
  4 0.175 979.54 326.036
  5 0.225 975.55 317.015
  6 0.275 980.45 316.665
  7 0.325 974.71 322.673
  8 0.375 981.29 315.118
  9 0.425 973.99 315.859
  10 0.475 982.01 319.707
  11 0.525 974.36 317.215
  12 0.575 981.64 318.712
  13 0.625 974.54 310.778
  14 0.675 981.46 314.556
  15 0.725 975.23 320.146
  16 0.775 980.77 320.22
  17 0.825 975.08 317.616
  18 0.875 980.92 322.273
  19 0.925 976.34 318.874
  20 0.975 967.66 320.826
22340000 20
  1 0.025 967.69 312.733
  2 0.075 976.31 327.174
  3 0.125 980.81 319.725
  4 0.175 975.19 326.685
  5 0.225 980.59 322.523
  6 0.275 975.41 318.995
  7 0.325 981 325.919
  8 0.375 975 314.918
  9 0.425 981.66 313.715
  10 0.475 974.34 315.941
  11 0.525 981.96 317.495
  12 0.575 974.04 320.856
  13 0.625 981.35 318.342
  14 0.675 974.65 322.511
  15 0.725 980.2 314.198
  16 0.775 975.8 312.152
  17 0.825 979.44 319.802
  18 0.875 976.56 322.844
  19 0.925 978.47 319.441
  20 0.975 965.53 315.749
22350000 20
  1 0.025 965.77 320.503
  2 0.075 978.23 315.995
  3 0.125 977.22 319.029
  4 0.175 978.78 324.427
  5 0.225 976.08 324.52
  6 0.275 979.92 323.034
  7 0.325 974.85 323.149
  8 0.375 981.15 317.833
  9 0.425 974.27 318.02
  10 0.475 981.73 315.277
  11 0.525 974.62 318.165
  12 0.575 981.38 319.61
  13 0.625 974.73 319.923
  14 0.675 981.27 323.266
  15 0.725 975.5 317.205
  16 0.775 980.5 317.992
  17 0.825 975.88 308.799
  18 0.875 980.12 322.177
  19 0.925 976.58 320.015
  20 0.975 967.42 315.551
22360000 20
  1 0.025 967 325.217
  2 0.075 977 320.421
  3 0.125 979.88 315.131
  4 0.175 976.12 319.553
  5 0.225 980.81 326.029
  6 0.275 975.19 321.06
  7 0.325 981.56 320.021
  8 0.375 974.44 321.26
  9 0.425 981.36 318.086
  10 0.475 974.64 312.131
  11 0.525 981.61 315.475
  12 0.575 974.39 320.654
  13 0.625 981.15 319.752
  14 0.675 974.85 320.624
  15 0.725 980.11 319.096
  16 0.775 975.89 313.918
  17 0.825 979.25 315.73
  18 0.875 976.75 322.3
  19 0.925 978.62 317.401
  20 0.975 965.38 317.571
22370000 20
  1 0.025 965.61 324.478
  2 0.075 978.39 319.899
  3 0.125 977.28 311.604
  4 0.175 978.72 315.612
  5 0.225 976 324.255
  6 0.275 980 326.433
  7 0.325 975.15 324.039
  8 0.375 980.85 318.906
  9 0.425 974.43 315.468
  10 0.475 981.57 316.975
  11 0.525 974.54 323.998
  12 0.575 981.46 314.252
  13 0.625 974.83 315.28
  14 0.675 981.17 322.857
  15 0.725 974.84 322.335
  16 0.775 981.16 319.349
  17 0.825 975.69 320.415
  18 0.875 980.31 312.152
  19 0.925 976.71 314.569
  20 0.975 967.29 318.376
22380000 20
  1 0.025 967.14 322.112
  2 0.075 976.86 320.728
  3 0.125 980.07 319.811
  4 0.175 975.93 319.809
  5 0.225 980.91 319.527
  6 0.275 975.09 323.595
  7 0.325 981.14 317.342
  8 0.375 974.86 321.813
  9 0.425 981.05 321.704
  10 0.475 974.95 319.439
  11 0.525 981.47 315.757
  12 0.575 974.53 316.837
  13 0.625 980.55 324.493
  14 0.675 975.45 316.397
  15 0.725 979.11 311.238
  16 0.775 976.89 320.255
  17 0.825 977.43 316.758
  18 0.875 978.57 314.543
  19 0.925 977.96 318.494
  20 0.975 966.04 322.536
22390000 20
  1 0.025 965.14 315.829
  2 0.075 978.86 324.529
  3 0.125 975.93 325.972
  4 0.175 980.07 326.337
  5 0.225 975.26 324.79
  6 0.275 980.74 321.358
  7 0.325 974.84 317.435
  8 0.375 981.16 320.18
  9 0.425 974.43 320.161
  10 0.475 981.57 319.595
  11 0.525 974.74 319.478
  12 0.575 981.26 316.233
  13 0.625 974.39 319.271
  14 0.675 981.61 314.489
  15 0.725 973.62 316.736
  16 0.775 982.38 324.248
  17 0.825 973.98 317.229
  18 0.875 982.02 312.854
  19 0.925 976.35 314.822
  20 0.975 967.65 317.582
22400000 20
  1 0.025 967 320.916
  2 0.075 977 330.087
  3 0.125 980.12 320.531
  4 0.175 975.88 318.819
  5 0.225 980.76 324.649
  6 0.275 975.24 326.761
  7 0.325 980.32 323.957
  8 0.375 975.68 316.597
  9 0.425 980.87 316.411
  10 0.475 975.13 318.273
  11 0.525 981.11 317.803
  12 0.575 974.89 319.167
  13 0.625 980.33 317.444
  14 0.675 975.67 319.004
  15 0.725 979.63 322.13
  16 0.775 976.37 319.709
  17 0.825 978.53 318.409
  18 0.875 977.47 318.143
  19 0.925 978.6 305.948
  20 0.975 965.4 312.491
22410000 20
  1 0.025 965.76 316.88
  2 0.075 978.24 321.11
  3 0.125 977.1 322.73
  4 0.175 978.9 321.545
  5 0.225 975.73 315.064
  6 0.275 980.27 321.144
  7 0.325 975.43 324.813
  8 0.375 980.57 323.798
  9 0.425 974.68 315.944
  10 0.475 981.32 316.031
  11 0.525 974.77 324.189
  12 0.575 981.23 321.275
  13 0.625 974.29 321.844
  14 0.675 981.71 319.023
  15 0.725 973.93 320.875
  16 0.775 982.07 322.18
  17 0.825 975.11 314.254
  18 0.875 980.89 313.378
  19 0.925 976.9 312.215
  20 0.975 967.1 316.724
22420000 20
  1 0.025 967.36 319.342
  2 0.075 976.64 318.5
  3 0.125 980.45 323.613
  4 0.175 975.55 325.534
  5 0.225 981.52 316.532
  6 0.275 974.48 315.929
  7 0.325 980.48 323.673
  8 0.375 975.52 320.67
  9 0.425 980.67 318.57
  10 0.475 975.33 316.957
  11 0.525 980.86 317.26
  12 0.575 975.14 321.491
  13 0.625 979.99 316.114
  14 0.675 976.01 318.077
  15 0.725 979.36 319.958
  16 0.775 976.64 321.794
  17 0.825 977.94 312.278
  18 0.875 978.06 318.481
  19 0.925 978.04 319.006
  20 0.975 965.96 321.476
22430000 20
  1 0.025 965.73 319.607
  2 0.075 978.27 325.635
  3 0.125 977.76 321.794
  4 0.175 978.24 321.757
  5 0.225 976.83 314.897
  6 0.275 979.17 318.012
  7 0.325 976.26 317.265
  8 0.375 979.74 322.012
  9 0.425 975.42 323.635
  10 0.475 980.58 318.413
  11 0.525 975.34 315.231
  12 0.575 980.66 319.608
  13 0.625 975.15 313.407
  14 0.675 980.85 320.483
  15 0.725 974.06 316.417
  16 0.775 981.94 316.504
  17 0.825 975.14 316.684
  18 0.875 980.86 317.813
  19 0.925 976.38 321.77
  20 0.975 967.62 324.439
22440000 20
  1 0.025 967.26 322.707
  2 0.075 976.74 319.085
  3 0.125 980.31 321.716
  4 0.175 975.69 321.922
  5 0.225 980.84 315.909
  6 0.275 975.16 317.966
  7 0.325 979.86 319.526
  8 0.375 976.14 320.502
  9 0.425 980.24 322.719
  10 0.475 975.76 318.488
  11 0.525 980.39 320.557
  12 0.575 975.61 323.068
  13 0.625 979.58 317.001
  14 0.675 976.42 321.551
  15 0.725 978.82 316.862
  16 0.775 977.18 315.697
  17 0.825 978.12 322.614
  18 0.875 977.88 317.592
  19 0.925 978.55 314.494
  20 0.975 965.45 317.861
22450000 20
  1 0.025 965.12 325.509
  2 0.075 978.88 312.349
  3 0.125 977.62 322.745
  4 0.175 978.38 320.774
  5 0.225 977.02 318.603
  6 0.275 978.98 323.832
  7 0.325 976.56 314.764
  8 0.375 979.44 321.735
  9 0.425 975.72 321.271
  10 0.475 980.28 320.534
  11 0.525 975.69 318.464
  12 0.575 980.31 316.111
  13 0.625 976.47 314.623
  14 0.675 979.53 319.271
  15 0.725 975.59 321.984
  16 0.775 980.41 323.088
  17 0.825 975.59 319.995
  18 0.875 980.41 313.649
  19 0.925 976.81 315.871
  20 0.975 967.19 315.155
22460000 20
  1 0.025 967.1 324.071
  2 0.075 976.9 320.384
  3 0.125 980.92 322.09
  4 0.175 975.08 320.829
  5 0.225 980.57 320.08
  6 0.275 975.43 317.44
  7 0.325 979.64 317.113
  8 0.375 976.36 324.821
  9 0.425 980.23 320.67
  10 0.475 975.77 314.861
  11 0.525 979.99 311.128
  12 0.575 976.01 322.205
  13 0.625 979.3 325.567
  14 0.675 976.7 322.999
  15 0.725 978.64 319.239
  16 0.775 977.36 320.189
  17 0.825 977.86 317.119
  18 0.875 978.14 313.356
  19 0.925 978.25 314.882
  20 0.975 965.75 316.557
22470000 20
  1 0.025 966.21 320.847
  2 0.075 977.79 326.02
  3 0.125 978.35 318.654
  4 0.175 977.65 324.395
  5 0.225 977.76 319.102
  6 0.275 978.24 315.573
  7 0.325 976.83 320.179
  8 0.375 979.17 318.719
  9 0.425 976.16 323.803
  10 0.475 979.84 318.331
  11 0.525 976.21 319.627
  12 0.575 979.79 315.061
  13 0.625 977.03 325.275
  14 0.675 978.97 324.14
  15 0.725 976.22 311.065
  16 0.775 979.78 312.364
  17 0.825 975.86 317.884
  18 0.875 980.14 320.539
  19 0.925 977.13 318.823
  20 0.975 966.87 315.72
22480000 20
  1 0.025 966.95 318.401
  2 0.075 977.05 323.966
  3 0.125 980.17 316.955
  4 0.175 975.83 318.6
  5 0.225 979.97 320.504
  6 0.275 976.03 322.449
  7 0.325 978.94 320.516
  8 0.375 977.06 319.939
  9 0.425 979.92 323.846
  10 0.475 976.08 319.027
  11 0.525 979.67 319.108
  12 0.575 976.33 317.553
  13 0.625 979.06 318.154
  14 0.675 976.94 317.987
  15 0.725 978.26 315.453
  16 0.775 977.74 316.951
  17 0.825 977.53 319.515
  18 0.875 978.47 315.98
  19 0.925 978.36 317.805
  20 0.975 965.64 318.325
22490000 20
  1 0.025 965.22 318.525
  2 0.075 978.78 321.769
  3 0.125 978.13 321.061
  4 0.175 977.87 318.468
  5 0.225 977.73 323.425
  6 0.275 978.27 315.457
  7 0.325 976.93 319.422
  8 0.375 979.07 322.575
  9 0.425 976.37 322.247
  10 0.475 979.63 319.622
  11 0.525 976.19 317.588
  12 0.575 979.81 316.543
  13 0.625 977.16 317.11
  14 0.675 978.84 319.413
  15 0.725 976.58 317.621
  16 0.775 979.42 318.428
  17 0.825 976.44 319.538
  18 0.875 979.56 320.352
  19 0.925 977.04 314.469
  20 0.975 966.96 319.476
22500000 20
  1 0.025 966.93 320.315
  2 0.075 977.07 321.431
  3 0.125 979.18 323.142
  4 0.175 976.82 318.015
  5 0.225 978.98 309.749
  6 0.275 977.02 322.563
  7 0.325 978.49 319.31
  8 0.375 977.51 316.766
  9 0.425 978.54 323.65
  10 0.475 977.46 323.359
  11 0.525 978.87 315.677
  12 0.575 977.13 316.037
  13 0.625 978.99 317.613
  14 0.675 977.01 319.466
  15 0.725 978.16 324.109
  16 0.775 977.84 314.932
  17 0.825 977.25 325.217
  18 0.875 978.75 319.58
  19 0.925 977.89 314.931
  20 0.975 966.11 317.389
22510000 20
  1 0.025 966.25 322.151
  2 0.075 977.75 323.136
  3 0.125 978.5 317.136
  4 0.175 977.5 316.066
  5 0.225 977.9 313.755
  6 0.275 978.1 319.895
  7 0.325 977.21 324.99
  8 0.375 978.79 325.476
  9 0.425 976.8 319.597
