# Spatial-averaged data for fix xcnt_lo and group x_lo
# Timestep Number-of-bins
# Bin Coord Ncount v_temp
20810000 20
  19 0.925 976.84 280.955
  20 0.975 967.16 279.041
23250000 20
  1 0.025 967.28 279.073
  2 0.075 976.72 285.928
  3 0.125 978.05 286.409
  4 0.175 977.95 281.861
  5 0.225 977.96 288.656
  6 0.275 978.04 284.608
  7 0.325 978.16 282.151
  8 0.375 977.84 278.934
  9 0.425 978.94 285.079
  10 0.475 977.05 285.329
  11 0.525 978.89 277.214
  12 0.575 977.12 282.547
  13 0.625 978.59 282.159
  14 0.675 977.41 279.964
  15 0.725 977.93 278.433
  16 0.775 978.07 285.142
  17 0.825 978.03 280.11
  18 0.875 977.97 278.703
  19 0.925 978.56 280.731
  20 0.975 965.44 278.705
23260000 20
  1 0.025 966.04 280.057
  2 0.075 977.96 282.237
  3 0.125 977.92 284.107
  4 0.175 978.08 292.998
  5 0.225 977.68 290.024
  6 0.275 978.32 280.745
  7 0.325 977.24 280.993
  8 0.375 978.76 277.105
  9 0.425 977.22 287.143
  10 0.475 978.86 290.635
  11 0.525 977.22 280.003
  12 0.575 978.7 277.812
  13 0.625 977.9 277.372
  14 0.675 978.1 283.031
  15 0.725 978.16 280.302
  16 0.775 977.84 280.546
  17 0.825 978.21 278.926
  18 0.875 977.79 278.957
  19 0.925 977 274.823
  20 0.975 967 283.345
23270000 20
  1 0.025 967.12 286.12
  2 0.075 976.88 286.857
  3 0.125 977.53 283.349
  4 0.175 978.47 286.509
  5 0.225 977.7 287.865
  6 0.275 978.3 283.349
  7 0.325 977.82 280.17
  8 0.375 978.18 282.116
  9 0.425 978.49 282.056
  10 0.475 977.48 279.843
  11 0.525 978.67 274.667
  12 0.575 977.36 283.574
  13 0.625 978.52 276.952
  14 0.675 977.48 281.044
  15 0.725 977.56 282.113
  16 0.775 978.44 281.38
  17 0.825 977.55 282.56
  18 0.875 978.45 279.941
  19 0.925 978.1 275.276
  20 0.975 965.9 281.577
23280000 20
  1 0.025 966.12 286.163
  2 0.075 977.88 286.557
  3 0.125 978.32 291.038
  4 0.175 977.68 284.544
  5 0.225 978.75 283.707
  6 0.275 977.25 284.722
  7 0.325 977.83 283.723
  8 0.375 978.17 284.547
  9 0.425 977.96 283.801
  10 0.475 978.05 279.385
  11 0.525 977.7 277.373
  12 0.575 978.31 278.613
  13 0.625 978.23 278.624
  14 0.675 977.75 271.159
  15 0.725 978.25 278.366
  16 0.775 977.75 284.568
  17 0.825 978.3 278.833
  18 0.875 977.7 282.779
  19 0.925 977.2 280.25
  20 0.975 966.8 281.103
23290000 20
  1 0.025 966.7 282.174
  2 0.075 977.3 289.114
  3 0.125 977.86 290.809
  4 0.175 978.14 287.748
  5 0.225 977.58 285.298
  6 0.275 978.42 283.984
  7 0.325 977.45 280.524
  8 0.375 978.55 283.982
  9 0.425 978.18 277.052
  10 0.475 977.74 280.991
  11 0.525 978.48 282.996
  12 0.575 977.6 276.155
  13 0.625 978.06 278.036
  14 0.675 977.94 276.235
  15 0.725 977.08 285.35
  16 0.775 978.92 283.149
  17 0.825 977.52 281.061
  18 0.875 978.48 278.15
  19 0.925 978.28 279.281
  20 0.975 965.72 277.141
23300000 20
  1 0.025 966.23 285.895
  2 0.075 977.77 286.421
  3 0.125 978.8 288.56
  4 0.175 977.2 286.855
  5 0.225 979.57 283.473
  6 0.275 976.43 286.476
  7 0.325 978.09 278.971
  8 0.375 977.91 274.461
  9 0.425 977.95 279.67
  10 0.475 978.05 278.297
  11 0.525 977.84 279.21
  12 0.575 978.16 279.283
  13 0.625 978.65 282.013
  14 0.675 977.35 277.58
  15 0.725 978.44 280.383
  16 0.775 977.56 282.497
  17 0.825 978.19 280.955
  18 0.875 977.81 281.895
  19 0.925 976.89 284.546
  20 0.975 967.11 280.358
23310000 20
  1 0.025 966.79 284.037
  2 0.075 977.21 286.048
  3 0.125 977.6 292.558
  4 0.175 978.4 285.348
  5 0.225 977.55 286.876
  6 0.275 978.45 281.996
  7 0.325 977.36 279.367
  8 0.375 978.64 280.581
  9 0.425 978.2 278.45
  10 0.475 977.8 279.152
  11 0.525 977.97 278.655
  12 0.575 978.03 277.794
  13 0.625 977.84 277.654
  14 0.675 978.16 280.769
  15 0.725 977.08 281.954
  16 0.775 978.92 277.116
  17 0.825 977.64 281.88
  18 0.875 978.36 287.996
  19 0.925 977.99 286.201
  20 0.975 966.01 278.833
23320000 20
  1 0.025 966.29 289.099
  2 0.075 977.71 285.904
  3 0.125 978.85 283.882
  4 0.175 977.15 283.634
  5 0.225 980.04 283.151
  6 0.275 975.96 284.888
  7 0.325 978.9 277.9
  8 0.375 977.1 279.599
  9 0.425 978.16 283.018
  10 0.475 977.84 273.564
  11 0.525 978.06 278.741
  12 0.575 977.94 280.249
  13 0.625 978.99 278.35
  14 0.675 977.01 282.275
  15 0.725 978.68 281.079
  16 0.775 977.32 282.596
  17 0.825 978.71 283.247
  18 0.875 977.29 282.412
  19 0.925 977.27 283.887
  20 0.975 966.73 283.012
23330000 20
  1 0.025 966.72 288.779
  2 0.075 977.28 284.306
  3 0.125 977.29 283.759
  4 0.175 978.71 285.968
  5 0.225 977.48 284.295
  6 0.275 978.52 283.369
  7 0.325 977.08 280.471
  8 0.375 978.91 281.594
  9 0.425 977.71 280.302
  10 0.475 978.3 277.861
  11 0.525 977.54 279.53
  12 0.575 978.46 279.064
  13 0.625 977.28 279.217
  14 0.675 978.72 275.536
  15 0.725 976.09 279.164
  16 0.775 979.91 281.725
  17 0.825 977.17 281.781
  18 0.875 978.83 287.041
  19 0.925 977.41 282.665
  20 0.975 966.59 289.177
23340000 20
  1 0.025 966.57 285.461
  2 0.075 977.43 288.244
  3 0.125 978.79 289.712
  4 0.175 977.21 287.149
  5 0.225 980.22 282.043
  6 0.275 975.78 280.77
  7 0.325 979.49 277.956
  8 0.375 976.51 276.897
  9 0.425 978.48 277.877
  10 0.475 977.52 282.041
  11 0.525 978.23 283.635
  12 0.575 977.78 276.207
  13 0.625 979.26 278.811
  14 0.675 976.73 284.831
  15 0.725 978.68 277.925
  16 0.775 977.32 281.569
  17 0.825 978.73 282.601
  18 0.875 977.27 285.551
  19 0.925 977.91 281.271
  20 0.975 966.09 283.226
23350000 20
  1 0.025 965.8 285.654
  2 0.075 978.2 288.504
  3 0.125 977.22 290.011
  4 0.175 978.78 287.58
  5 0.225 977.22 279.356
  6 0.275 978.8 279.805
  7 0.325 976.99 282.101
  8 0.375 978.99 276.03
  9 0.425 977.53 276.731
  10 0.475 978.47 277.504
  11 0.525 977.4 281.482
  12 0.575 978.6 284.381
  13 0.625 976.67 279.394
  14 0.675 979.33 274.117
  15 0.725 975.95 273.053
  16 0.775 980.05 282.533
  17 0.825 977.19 280.037
  18 0.875 978.81 286.507
  19 0.925 977.29 289.088
  20 0.975 966.71 289.564
23360000 20
  1 0.025 966.52 284.007
  2 0.075 977.48 286.549
  3 0.125 978.78 288.294
  4 0.175 977.22 286.369
  5 0.225 980.27 284.622
  6 0.275 975.73 282.103
  7 0.325 979.69 282.196
  8 0.375 976.31 281.412
  9 0.425 979.36 275.202
  10 0.475 976.64 276.808
  11 0.525 979.19 281.481
  12 0.575 976.83 283.708
  13 0.625 979.61 279.512
  14 0.675 976.37 275.068
  15 0.725 979.06 274.219
  16 0.775 976.94 283.316
  17 0.825 979.05 278.454
  18 0.875 976.95 284.541
  19 0.925 978.43 290.128
  20 0.975 965.57 288.31
23370000 20
  1 0.025 965.86 283.585
  2 0.075 978.14 282.088
  3 0.125 976.93 284.516
  4 0.175 979.07 288.168
  5 0.225 977.08 285.814
  6 0.275 978.92 281.387
  7 0.325 976.66 280.954
  8 0.375 979.34 281.122
  9 0.425 977.13 281.018
  10 0.475 978.86 280.686
  11 0.525 977.08 278.338
  12 0.575 978.93 280.063
  13 0.625 976.43 281.082
  14 0.675 979.57 274.849
  15 0.725 975.29 281.124
  16 0.775 980.71 280.934
  17 0.825 976.26 283.317
  18 0.875 979.74 280.847
  19 0.925 976.86 284.186
  20 0.975 967.14 286.565
23380000 20
  1 0.025 967.13 280.243
  2 0.075 976.87 282.199
  3 0.125 980.05 279.934
  4 0.175 975.95 289.515
  5 0.225 980.51 286.814
  6 0.275 975.49 284.102
  7 0.325 979.45 285.858
  8 0.375 976.55 280.015
  9 0.425 979.03 282.054
  10 0.475 976.97 277.739
  11 0.525 978.86 280.084
  12 0.575 977.14 276.024
  13 0.625 979.46 281.171
  14 0.675 976.54 281.058
  15 0.725 978.92 282.883
  16 0.775 977.08 282.519
  17 0.825 979.03 282.259
  18 0.875 976.97 282.325
  19 0.925 978.64 285.123
  20 0.975 965.36 286.961
23390000 20
  1 0.025 965.14 285.047
  2 0.075 978.86 282.257
  3 0.125 976.91 278.002
  4 0.175 979.09 282.194
  5 0.225 977.1 285.307
  6 0.275 978.9 282.292
  7 0.325 977.09 283.629
  8 0.375 978.91 280.517
  9 0.425 977.09 284.959
  10 0.475 978.91 278.608
  11 0.525 976.98 281.547
  12 0.575 979.02 274.573
  13 0.625 976.98 280.604
  14 0.675 979.02 283.796
  15 0.725 976.13 283.036
  16 0.775 979.87 284.124
  17 0.825 976.74 278.455
  18 0.875 979.26 286.297
  19 0.925 977.16 284.459
  20 0.975 966.84 281.15
23400000 20
  1 0.025 967.23 283.246
  2 0.075 976.77 283.714
  3 0.125 980.01 278.267
  4 0.175 975.99 280.64
  5 0.225 980.98 282.895
  6 0.275 975.02 278.637
  7 0.325 979.7 281.79
  8 0.375 976.3 284.076
  9 0.425 979.38 285.782
  10 0.475 976.63 282.829
  11 0.525 979.46 282.159
  12 0.575 976.53 275.565
  13 0.625 979.57 280.862
  14 0.675 976.43 287.427
  15 0.725 979.21 285.453
  16 0.775 976.79 284.982
  17 0.825 979.32 284.383
  18 0.875 976.68 282.592
  19 0.925 979.24 279.271
  20 0.975 964.76 282.802
23410000 20
  1 0.025 964.75 280.9
  2 0.075 979.25 285.144
  3 0.125 976.8 283.06
  4 0.175 979.2 276.813
  5 0.225 976.91 281.728
  6 0.275 979.09 276.2
  7 0.325 976.49 282.521
  8 0.375 979.51 284.291
  9 0.425 976.76 285.294
  10 0.475 979.24 281.981
  11 0.525 976.37 284.253
  12 0.575 979.63 284.004
  13 0.625 976.1 280.77
  14 0.675 979.9 285.442
  15 0.725 974.56 284.728
  16 0.775 981.44 280.596
  17 0.825 975.99 278.196
  18 0.875 980.01 281.041
  19 0.925 976.59 280.926
  20 0.975 967.41 285.394
23420000 20
  1 0.025 967.48 277.292
  2 0.075 976.52 282.765
  3 0.125 980.5 283.817
  4 0.175 975.5 286.553
  5 0.225 981.67 280.658
  6 0.275 974.33 280.578
  7 0.325 980.27 278.611
  8 0.375 975.73 281.937
  9 0.425 979.8 284.367
  10 0.475 976.25 280.133
  11 0.525 979.41 287.645
  12 0.575 976.55 284.823
  13 0.625 979.13 287.926
  14 0.675 976.86 289.103
  15 0.725 979.18 278.407
  16 0.775 976.82 279.643
  17 0.825 979.41 279.535
  18 0.875 976.59 282.419
  19 0.925 978.84 278.587
  20 0.975 965.16 281.814
23430000 20
  1 0.025 965.28 276.701
  2 0.075 978.72 280.562
  3 0.125 976.59 280.642
  4 0.175 979.41 285.748
  5 0.225 976.68 277.618
  6 0.275 979.32 277.992
  7 0.325 976.58 279.837
  8 0.375 979.42 282.145
  9 0.425 976.59 283.549
  10 0.475 979.28 282.229
  11 0.525 976.35 285.754
  12 0.575 979.78 286.193
  13 0.625 975.9 281.457
  14 0.675 980.1 286.487
  15 0.725 974.62 286.888
  16 0.775 981.38 282.19
  17 0.825 975.68 279.753
  18 0.875 980.32 279.154
  19 0.925 977.31 280.628
  20 0.975 966.69 285.79
23440000 20
  1 0.025 967.59 278.83
  2 0.075 976.41 283.143
  3 0.125 980.78 281.605
  4 0.175 975.22 279.362
  5 0.225 981.82 284.806
  6 0.275 974.18 274.603
  7 0.325 980.8 278
  8 0.375 975.2 287.812
  9 0.425 980.28 284.185
  10 0.475 975.94 285.744
  11 0.525 979.51 284.275
  12 0.575 976.27 284.76
  13 0.625 979.82 282.291
  14 0.675 976.18 285.845
  15 0.725 979.77 279.682
  16 0.775 976.23 283.146
  17 0.825 979.61 278.094
  18 0.875 976.39 284.09
  19 0.925 978.89 284.384
  20 0.975 965.11 283.678
23450000 20
  1 0.025 965.46 281.369
  2 0.075 978.54 282.141
  3 0.125 976.27 280.136
  4 0.175 979.73 287.877
  5 0.225 976.1 283.782
  6 0.275 979.9 277.622
  7 0.325 975.88 277.292
  8 0.375 980.08 282.129
  9 0.425 976.14 282.316
  10 0.475 979.68 286.343
  11 0.525 975.91 278.153
  12 0.575 980.31 278.442
  13 0.625 974.94 282.926
  14 0.675 981.06 285.783
  15 0.725 973.88 283.36
  16 0.775 982.12 287.207
  17 0.825 975.01 284.297
  18 0.875 980.99 283.115
  19 0.925 976.66 280.986
  20 0.975 967.34 280.513
23460000 20
  1 0.025 967.32 279.229
  2 0.075 976.68 280.433
  3 0.125 980.96 282.765
  4 0.175 975.04 290.056
  5 0.225 982.03 286.429
  6 0.275 973.97 281.769
  7 0.325 981.03 277.345
  8 0.375 974.97 278.613
  9 0.425 980.6 279.898
  10 0.475 975.42 277.118
  11 0.525 980.1 282.53
  12 0.575 975.88 285.038
  13 0.625 980.13 283.395
  14 0.675 975.87 286.214
  15 0.725 980.06 283.675
  16 0.775 975.94 285.692
  17 0.825 979.78 280.776
  18 0.875 976.22 280.619
  19 0.925 979.11 285.277
  20 0.975 964.89 277.143
23470000 20
  1 0.025 965.1 281.84
  2 0.075 978.9 283.932
  3 0.125 975.89 280.599
  4 0.175 980.11 285.453
  5 0.225 976.01 286.34
  6 0.275 979.99 279.772
  7 0.325 975.81 277.587
  8 0.375 980.19 285.077
  9 0.425 975.83 278.149
  10 0.475 980.16 276.846
  11 0.525 975.11 281.362
  12 0.575 980.9 285.408
  13 0.625 974.3 285.438
  14 0.675 981.7 284.018
  15 0.725 973.57 287.132
  16 0.775 982.43 280.032
  17 0.825 974.49 283.069
  18 0.875 981.51 280.132
  19 0.925 975.54 284.35
  20 0.975 968.46 276.048
23480000 20
  1 0.025 968.26 280.803
  2 0.075 975.74 283.291
  3 0.125 981.64 281.898
  4 0.175 974.36 281.327
  5 0.225 982.61 280.313
  6 0.275 973.39 282.642
  7 0.325 982.24 281.778
  8 0.375 973.76 282.96
  9 0.425 981.39 280.259
  10 0.475 974.61 283.383
  11 0.525 980.82 280.376
  12 0.575 975.18 282.477
  13 0.625 980.49 283.262
  14 0.675 975.51 283.709
  15 0.725 980.23 284.206
  16 0.775 975.77 287.423
  17 0.825 979.93 282.556
  18 0.875 976.07 280.136
  19 0.925 979.01 277.509
  20 0.975 964.99 282.047
23490000 20
  1 0.025 965.28 283.059
  2 0.075 978.72 282.267
  3 0.125 976.12 281.843
  4 0.175 979.88 282.127
  5 0.225 975.72 278.797
  6 0.275 980.28 278.275
  7 0.325 975.6 282.942
  8 0.375 980.4 285.529
  9 0.425 975.37 278.543
  10 0.475 980.62 285.991
  11 0.525 974.49 284.956
  12 0.575 981.52 281.605
  13 0.625 973.78 284.288
  14 0.675 982.22 282.428
  15 0.725 973.51 281.716
  16 0.775 982.49 283.738
  17 0.825 974.6 283.092
  18 0.875 981.4 284.147
  19 0.925 976.09 281.353
  20 0.975 967.91 279.844
23500000 20
  1 0.025 968.32 281.849
  2 0.075 975.68 282.448
  3 0.125 981.68 285.3
  4 0.175 974.32 288.979
  5 0.225 982.75 288.569
  6 0.275 973.25 281.913
  7 0.325 982.41 279.54
  8 0.375 973.59 281.568
  9 0.425 982.05 275.909
  10 0.475 973.95 279.518
  11 0.525 981.16 280.216
  12 0.575 974.84 282.297
  13 0.625 980.93 282.145
  14 0.675 975.07 279.463
  15 0.725 980.41 281.418
  16 0.775 975.59 283.827
  17 0.825 979.95 285.504
  18 0.875 976.05 283.32
  19 0.925 979.43 279.518
  20 0.975 964.57 284.07
23510000 20
  1 0.025 964.61 278.147
  2 0.075 979.39 286.371
  3 0.125 975.97 290.495
  4 0.175 980.03 288.417
  5 0.225 975.23 282.684
  6 0.275 980.77 283.674
  7 0.325 974.88 279.466
  8 0.375 981.12 278.515
  9 0.425 974.83 278.612
  10 0.475 981.17 282.062
  11 0.525 973.66 280.374
  12 0.575 982.34 282.997
  13 0.625 973.28 278.871
  14 0.675 982.72 275.101
  15 0.725 972.94 283.27
  16 0.775 983.06 281.792
  17 0.825 973.97 290.343
  18 0.875 982.03 285.98
  19 0.925 975.61 283.117
  20 0.975 968.39 276.657
23520000 20
  1 0.025 968.24 279.572
  2 0.075 975.76 284.796
  3 0.125 981.9 281.837
  4 0.175 974.1 281.337
  5 0.225 982.88 290.66
  6 0.275 973.12 287.286
  7 0.325 982.45 277.415
  8 0.375 973.55 282.641
  9 0.425 981.98 284.246
  10 0.475 974.02 286.876
  11 0.525 980.72 287.241
  12 0.575 975.3 279.902
  13 0.625 980.98 273.785
  14 0.675 975 276.662
  15 0.725 980.67 280.184
  16 0.775 975.33 283.343
  17 0.825 980 281.017
  18 0.875 976 281.725
  19 0.925 979.48 284.259
  20 0.975 964.52 285.015
23530000 20
  1 0.025 964.44 281.67
  2 0.075 979.56 282.736
  3 0.125 975.9 285.147
  4 0.175 980.1 280.617
  5 0.225 975.36 284.615
  6 0.275 980.64 285.832
  7 0.325 974.82 284.536
  8 0.375 981.12 282.145
  9 0.425 974.94 289.669
  10 0.475 981.04 284.661
  11 0.525 973.6 280.508
  12 0.575 982.48 277.087
  13 0.625 973.24 280.089
  14 0.675 982.76 278.351
  15 0.725 972.92 278.806
  16 0.775 983.08 279.014
  17 0.825 974.47 278.212
  18 0.875 981.53 282.569
  19 0.925 975.81 285.2
  20 0.975 968.19 286.652
23540000 20
  1 0.025 968.4 280.92
  2 0.075 975.6 284.592
  3 0.125 981.95 287.594
  4 0.175 974.05 280.117
  5 0.225 983.26 280.936
  6 0.275 972.74 285.617
  7 0.325 983.35 277.848
  8 0.375 972.65 281.361
  9 0.425 983.06 288.06
  10 0.475 972.94 282.329
  11 0.525 981.69 285.646
  12 0.575 974.31 282.273
  13 0.625 981.35 282.164
  14 0.675 974.65 279.626
  15 0.725 980.84 277.447
  16 0.775 975.16 280.828
  17 0.825 980.16 280.286
  18 0.875 975.84 282.056
  19 0.925 979.42 283.24
  20 0.975 964.58 282.953
23550000 20
  1 0.025 964.92 277.764
  2 0.075 979.08 281.977
  3 0.125 976.01 287.659
  4 0.175 979.99 280.683
  5 0.225 975.48 283.55
  6 0.275 980.52 281.982
  7 0.325 974.77 278.307
  8 0.375 981.23 286.589
  9 0.425 974.36 286.21
  10 0.475 981.64 292.345
  11 0.525 972.82 288.966
  12 0.575 983.18 282.305
  13 0.625 972.7 277.99
  14 0.675 983.3 276.884
  15 0.725 972.74 281.037
  16 0.775 983.26 277.836
  17 0.825 973.84 280.126
  18 0.875 982.16 280.295
  19 0.925 975.92 283.782
  20 0.975 968.08 281.939
23560000 20
  1 0.025 968.33 280.414
  2 0.075 975.67 279.615
  3 0.125 982.31 279.279
  4 0.175 973.69 280.792
  5 0.225 983.04 282.985
  6 0.275 972.96 288.719
  7 0.325 982.89 286.508
  8 0.375 973.11 283.91
  9 0.425 982.25 285.492
  10 0.475 973.75 283.049
  11 0.525 981.33 281.4
  12 0.575 974.67 282.538
  13 0.625 981.08 278.415
  14 0.675 974.92 281.661
  15 0.725 980.6 281.998
  16 0.775 975.4 279.862
  17 0.825 979.84 280.108
  18 0.875 976.16 279.327
  19 0.925 979.17 282.203
  20 0.975 964.83 285.836
23570000 20
  1 0.025 964.78 277.757
  2 0.075 979.22 278.52
  3 0.125 975.97 278.665
  4 0.175 980.03 281.401
  5 0.225 975.33 280.893
  6 0.275 980.67 283.054
  7 0.325 974.71 285.118
  8 0.375 981.29 286.959
  9 0.425 974.94 286.51
  10 0.475 981.06 284.188
  11 0.525 974.04 288.945
  12 0.575 981.96 280.608
  13 0.625 972.93 279.84
  14 0.675 983.07 282.069
  15 0.725 972.94 281.935
  16 0.775 983.06 279.822
  17 0.825 974.14 284.153
  18 0.875 981.86 280.797
  19 0.925 975.98 283.378
  20 0.975 968.02 282.107
23580000 20
  1 0.025 968.29 276.763
  2 0.075 975.71 273.318
  3 0.125 981.87 279.438
  4 0.175 974.13 285.424
  5 0.225 982.74 289.447
  6 0.275 973.26 284.948
  7 0.325 982.23 282.815
  8 0.375 973.77 282.735
  9 0.425 981.86 283.097
  10 0.475 974.14 285.815
  11 0.525 981.14 285.336
  12 0.575 974.86 280.373
  13 0.625 981.56 283.121
  14 0.675 974.44 287.36
  15 0.725 980.89 280.822
  16 0.775 975.11 280.18
  17 0.825 980.48 282.569
  18 0.875 975.52 282.271
  19 0.925 979.33 283.307
  20 0.975 964.67 280.326
23590000 20
  1 0.025 964.74 279.326
  2 0.075 979.26 275.508
  3 0.125 975.62 282.505
  4 0.175 980.38 284.988
  5 0.225 974.97 291.9
  6 0.275 981.03 278.159
  7 0.325 974.54 278.567
  8 0.375 981.46 282.767
  9 0.425 974.88 285.846
  10 0.475 981.12 283.419
  11 0.525 974.22 286.498
  12 0.575 981.78 282.235
  13 0.625 973.42 281.256
  14 0.675 982.58 279.891
  15 0.725 972.96 283.432
  16 0.775 983.04 281.858
  17 0.825 973.2 280.649
  18 0.875 982.8 281.262
  19 0.925 974.88 280.714
  20 0.975 969.12 280.808
23600000 20
  1 0.025 968.7 275.495
  2 0.075 975.3 280.388
  3 0.125 983.07 284.311
  4 0.175 972.93 291.457
  5 0.225 983.16 285.7
  6 0.275 972.84 279.723
  7 0.325 982.34 278.235
  8 0.375 973.66 276.514
  9 0.425 982.03 285.728
  10 0.475 973.97 284.047
  11 0.525 981.48 288.527
  12 0.575 974.52 289.502
  13 0.625 981.6 283.265
  14 0.675 974.4 281.857
  15 0.725 981.4 281.307
  16 0.775 974.6 276.945
  17 0.825 980.59 277.74
  18 0.875 975.41 278.389
  19 0.925 979.08 283.887
  20 0.975 964.92 280.892
23610000 20
  1 0.025 964.88 273.858
  2 0.075 979.12 282.75
  3 0.125 974.96 282.888
  4 0.175 981.04 281.989
  5 0.225 974.48 284.205
  6 0.275 981.52 286.206
  7 0.325 974.17 279.42
  8 0.375 981.83 279.683
  9 0.425 974.23 282.962
  10 0.475 981.77 286.323
  11 0.525 973.46 282.326
  12 0.575 982.54 288.595
  13 0.625 973.16 283.875
  14 0.675 982.84 285.114
  15 0.725 972.77 285.667
  16 0.775 983.23 276.664
  17 0.825 973.65 276.496
  18 0.875 982.35 280.833
  19 0.925 975.54 277.481
  20 0.975 968.46 282.931
23620000 20
  1 0.025 968.45 280.958
  2 0.075 975.55 279.025
  3 0.125 982.96 286.729
  4 0.175 973.04 280.091
  5 0.225 983.4 284.739
  6 0.275 972.6 281.937
  7 0.325 982.55 277.722
  8 0.375 973.45 284.568
  9 0.425 982.07 282.187
  10 0.475 973.93 283.683
  11 0.525 981.57 281.855
  12 0.575 974.43 287.48
  13 0.625 981.5 286.185
  14 0.675 974.5 284.788
  15 0.725 981.56 279.049
  16 0.775 974.44 285.052
  17 0.825 981.04 280.721
  18 0.875 974.96 280.181
  19 0.925 978.91 277.414
  20 0.975 965.09 279.286
23630000 20
  1 0.025 965.02 281.249
  2 0.075 978.98 278.06
  3 0.125 974.93 278.739
  4 0.175 981.07 284.418
  5 0.225 973.93 282.928
  6 0.275 982.07 282.279
  7 0.325 973.84 285.907
  8 0.375 982.16 286.83
  9 0.425 973.64 284.293
  10 0.475 982.36 285.285
  11 0.525 973.23 283.653
  12 0.575 982.77 282.67
  13 0.625 973.37 286.063
  14 0.675 982.63 284.467
  15 0.725 972.26 282.999
  16 0.775 983.74 282.172
  17 0.825 972.48 282.636
  18 0.875 983.52 279.113
  19 0.925 975.11 279.295
  20 0.975 968.89 276.428
23640000 20
  1 0.025 968.69 278.247
  2 0.075 975.31 274.341
  3 0.125 983.31 279.06
  4 0.175 972.69 282.849
  5 0.225 983.57 281.108
  6 0.275 972.43 281.563
  7 0.325 982.58 285.972
  8 0.375 973.42 285.314
  9 0.425 982.07 287.978
  10 0.475 973.93 288.475
  11 0.525 981.75 283.407
  12 0.575 974.25 283.074
  13 0.625 981.78 284.218
  14 0.675 974.22 282.205
  15 0.725 981.4 284.077
  16 0.775 974.6 279.748
  17 0.825 980.91 281.041
  18 0.875 975.09 278.364
  19 0.925 978.59 278.435
  20 0.975 965.41 279.479
23650000 20
  1 0.025 965.06 273.685
  2 0.075 978.94 275.287
  3 0.125 974.84 281.695
  4 0.175 981.16 282.261
  5 0.225 974.13 283.444
  6 0.275 981.87 284.681
  7 0.325 973.74 287.084
  8 0.375 982.26 284.117
  9 0.425 973.89 286.334
  10 0.475 982.11 283.302
  11 0.525 973.92 285.069
  12 0.575 982.08 288.262
  13 0.625 973.45 283.585
  14 0.675 982.55 283.669
  15 0.725 972.5 279.431
  16 0.775 983.5 280.431
  17 0.825 972.91 275.304
  18 0.875 983.09 280.693
  19 0.925 975.61 280.216
  20 0.975 968.39 281.632
23660000 20
  1 0.025 968.32 278.419
  2 0.075 975.68 282.559
  3 0.125 982.97 276.407
  4 0.175 973.03 277.801
  5 0.225 982.64 285.469
  6 0.275 973.36 289.126
  7 0.325 982.62 284.695
  8 0.375 973.38 279.215
  9 0.425 982.07 284.284
  10 0.475 973.93 283.998
  11 0.525 982.08 285.1
  12 0.575 973.92 280.346
  13 0.625 982.42 283.918
  14 0.675 973.58 284.004
  15 0.725 982.16 280.281
  16 0.775 973.84 273.661
  17 0.825 981.13 277.32
  18 0.875 974.87 285.129
  19 0.925 978.62 283.957
  20 0.975 965.38 278.565
23670000 20
  1 0.025 965.19 278.155
  2 0.075 978.81 280.099
  3 0.125 975.04 283.205
  4 0.175 980.96 282.716
  5 0.225 973.61 280.874
  6 0.275 982.39 286.059
  7 0.325 973.41 282.128
  8 0.375 982.59 280.39
  9 0.425 973.1 280.839
  10 0.475 982.9 286.586
  11 0.525 973.45 284.753
  12 0.575 982.55 283.342
  13 0.625 973.23 276.646
  14 0.675 982.77 285.07
  15 0.725 973.23 280.252
  16 0.775 982.77 276.426
  17 0.825 973.13 282.371
  18 0.875 982.87 282.82
  19 0.925 975.9 283.126
  20 0.975 968.1 283.062
23680000 20
  1 0.025 968.16 281.693
  2 0.075 975.84 277.984
  3 0.125 982.86 279.33
  4 0.175 973.14 281.826
  5 0.225 982.84 284.904
  6 0.275 973.16 285.567
  7 0.325 982.84 286.201
  8 0.375 973.16 283.965
  9 0.425 982.72 286.882
  10 0.475 973.28 282.878
  11 0.525 983.03 280.747
  12 0.575 972.97 284.427
  13 0.625 983.01 283.954
  14 0.675 972.99 278.134
  15 0.725 982.94 277.177
  16 0.775 973.06 281.21
  17 0.825 981.78 284.581
  18 0.875 974.22 282.588
  19 0.925 978.82 280.544
  20 0.975 965.18 280.029
23690000 20
  1 0.025 965.13 277.993
  2 0.075 978.87 273.374
  3 0.125 974.13 276.993
  4 0.175 981.87 286.046
  5 0.225 972.92 282.564
  6 0.275 983.08 289.981
  7 0.325 972.95 287.128
  8 0.375 983.05 286.459
  9 0.425 972.88 284.783
  10 0.475 983.12 287.83
  11 0.525 973.16 281.314
  12 0.575 982.84 278.537
  13 0.625 973.05 280.836
  14 0.675 982.95 277.946
  15 0.725 972.22 276.459
  16 0.775 983.78 280.627
  17 0.825 973.1 280.684
  18 0.875 982.9 286.333
  19 0.925 975.94 285.175
  20 0.975 968.06 280.527
23700000 20
  1 0.025 968.37 275.116
  2 0.075 975.63 276.287
  3 0.125 982.82 282.303
  4 0.175 973.18 276.865
  5 0.225 983.59 288.515
  6 0.275 972.41 288.654
  7 0.325 982.86 281.216
  8 0.375 973.14 282.135
  9 0.425 982.46 284.515
