# Spatial-averaged data for fix xcnt_lo and group x_lo
# Timestep Number-of-bins
# Bin Coord Ncount v_temp
20810000 20
21700000 20
  1 0.025 967.58 282.334
  2 0.075 976.42 281.117
  3 0.125 979.61 278.271
  4 0.175 976.39 282.088
  5 0.225 979.82 282.325
  6 0.275 976.18 280.902
  7 0.325 980.97 281.535
  8 0.375 975.03 279.513
  9 0.425 981.77 286.128
  10 0.475 974.23 279.932
  11 0.525 982.43 280.45
  12 0.575 973.57 277.553
  13 0.625 982.26 276.834
  14 0.675 973.74 283.081
  15 0.725 981.92 281.151
  16 0.775 974.08 288.373
  17 0.825 980.76 286.932
  18 0.875 975.24 285.061
  19 0.925 978.85 286.73
  20 0.975 965.15 281.04
21710000 20
  1 0.025 964.48 283.38
  2 0.075 979.52 279.767
  3 0.125 974.98 282.462
  4 0.175 981.02 279.8
  5 0.225 973.96 278.981
  6 0.275 982.04 280.321
  7 0.325 974.25 285.088
  8 0.375 981.75 284.294
  9 0.425 974.11 282.746
  10 0.475 981.89 280.352
  11 0.525 974.9 282.363
  12 0.575 981.1 277.487
  13 0.625 975.81 279.327
  14 0.675 980.19 279.49
  15 0.725 976.74 279.374
  16 0.775 979.26 283.112
  17 0.825 976.7 285.284
  18 0.875 979.3 282.593
  19 0.925 975.95 292.853
  20 0.975 968.05 282.004
21720000 20
  1 0.025 967.91 283.845
  2 0.075 976.09 283.376
  3 0.125 979.2 279.706
  4 0.175 976.8 280.509
  5 0.225 979.4 280.431
  6 0.275 976.6 285.735
  7 0.325 979.94 281.98
  8 0.375 976.06 284.39
  9 0.425 981.07 283.981
  10 0.475 974.93 278.698
  11 0.525 981.48 285.068
  12 0.575 974.52 274.045
  13 0.625 981.96 276.467
  14 0.675 974.04 282.886
  15 0.725 982.12 283.281
  16 0.775 973.88 288.105
  17 0.825 981.11 280.836
  18 0.875 974.89 278.866
  19 0.925 978.97 283.485
  20 0.975 965.03 284.78
21730000 20
  1 0.025 964.9 287.63
  2 0.075 979.1 282.168
  3 0.125 975.31 284.141
  4 0.175 980.69 285.032
  5 0.225 974.54 284.342
  6 0.275 981.46 281.681
  7 0.325 974.39 280.518
  8 0.375 981.61 281.44
  9 0.425 974.91 285.049
  10 0.475 981.09 281.206
  11 0.525 975.29 283.535
  12 0.575 980.71 277.407
  13 0.625 976.93 281.366
  14 0.675 979.07 282.62
  15 0.725 977.11 282.295
  16 0.775 978.89 280.776
  17 0.825 977.4 283.249
  18 0.875 978.6 281.349
  19 0.925 975.92 280
  20 0.975 968.08 279.59
21740000 20
  1 0.025 968.15 293.645
  2 0.075 975.85 286.617
  3 0.125 979.63 285.43
  4 0.175 976.37 277.522
  5 0.225 979.27 279.445
  6 0.275 976.73 282.523
  7 0.325 979.98 277.764
  8 0.375 976.02 282.374
  9 0.425 980.93 278.492
  10 0.475 975.07 284.183
  11 0.525 981.56 279.706
  12 0.575 974.44 284.481
  13 0.625 981.64 283.44
  14 0.675 974.36 281.775
  15 0.725 982.29 280.479
  16 0.775 973.71 281.247
  17 0.825 982.04 282.887
  18 0.875 973.96 282.476
  19 0.925 979.17 280.266
  20 0.975 964.83 282.457
21750000 20
  1 0.025 964.38 287.726
  2 0.075 979.62 289.546
  3 0.125 974.01 288.011
  4 0.175 981.99 279.867
  5 0.225 974.06 283.505
  6 0.275 981.94 279.383
  7 0.325 974.06 280.994
  8 0.375 981.94 278.514
  9 0.425 974.47 285.047
  10 0.475 981.53 281.649
  11 0.525 975.19 280.295
  12 0.575 980.81 280.172
  13 0.625 975.86 282.151
  14 0.675 980.14 282.658
  15 0.725 976.52 280.324
  16 0.775 979.48 277.085
  17 0.825 976.07 283.418
  18 0.875 979.93 280.986
  19 0.925 975.85 281.619
  20 0.975 968.15 282.689
21760000 20
  1 0.025 968.37 290.448
  2 0.075 975.63 286.888
  3 0.125 979.79 285.48
  4 0.175 976.21 281.424
  5 0.225 979.4 283.205
  6 0.275 976.6 281.794
  7 0.325 980.57 282.113
  8 0.375 975.43 281.362
  9 0.425 980.77 283.304
  10 0.475 975.23 280.838
  11 0.525 981.35 282.936
  12 0.575 974.65 281.49
  13 0.625 982.09 284.92
  14 0.675 973.91 287.057
  15 0.725 981.89 280.423
  16 0.775 974.11 277.334
  17 0.825 982.21 281.64
  18 0.875 973.79 278.457
  19 0.925 979.78 282
  20 0.975 964.22 282.57
21770000 20
  1 0.025 964.48 285.958
  2 0.075 979.52 287.19
  3 0.125 973.86 283.102
  4 0.175 982.14 283.029
  5 0.225 973.6 285.64
  6 0.275 982.4 283.222
  7 0.325 974.26 285.576
  8 0.375 981.74 282.805
  9 0.425 974.76 283.9
  10 0.475 981.24 280.096
  11 0.525 975.39 280.008
  12 0.575 980.61 276.365
  13 0.625 975.73 281.651
  14 0.675 980.27 283.865
  15 0.725 976.63 280.17
  16 0.775 979.37 278.098
  17 0.825 975.81 279.626
  18 0.875 980.19 279.729
  19 0.925 975.65 281.681
  20 0.975 968.35 285.154
21780000 20
  1 0.025 967.97 285.187
  2 0.075 976.03 286.402
  3 0.125 980.08 284.602
  4 0.175 975.92 292.094
  5 0.225 979.19 284.34
  6 0.275 976.81 277.648
  7 0.325 980.26 281.702
  8 0.375 975.74 283.324
  9 0.425 980.5 286.871
  10 0.475 975.5 278.26
  11 0.525 980.98 279.506
  12 0.575 975.02 284.668
  13 0.625 981.14 280.057
  14 0.675 974.86 280.85
  15 0.725 981.41 279.517
  16 0.775 974.59 281.834
  17 0.825 981.54 284.261
  18 0.875 974.46 279.027
  19 0.925 978.51 279.66
  20 0.975 965.49 279.728
21790000 20
  1 0.025 964.24 291.023
  2 0.075 979.76 283.656
  3 0.125 973.57 284.985
  4 0.175 982.43 282.545
  5 0.225 973.85 283.138
  6 0.275 982.15 281.64
  7 0.325 974.05 279.895
  8 0.375 981.95 286.166
  9 0.425 974.56 279.331
  10 0.475 981.44 282.114
  11 0.525 975.44 279.139
  12 0.575 980.56 287.286
  13 0.625 975.51 278.679
  14 0.675 980.49 278.857
  15 0.725 976.82 281.149
  16 0.775 979.18 278.964
  17 0.825 975.74 283.102
  18 0.875 980.26 284.734
  19 0.925 975.54 283.783
  20 0.975 968.46 276.449
21800000 20
  1 0.025 968.1 288.749
  2 0.075 975.9 284.521
  3 0.125 980.13 278.598
  4 0.175 975.87 282.591
  5 0.225 979.03 282.996
  6 0.275 976.97 282.521
  7 0.325 980.32 281.709
  8 0.375 975.68 284.617
  9 0.425 980.27 286.486
  10 0.475 975.73 282.084
  11 0.525 981.34 286.339
  12 0.575 974.66 287.693
  13 0.625 981.63 277.435
  14 0.675 974.37 273.75
  15 0.725 981.61 277.892
  16 0.775 974.39 279.804
  17 0.825 981.86 279.606
  18 0.875 974.14 287.542
  19 0.925 979.17 283.983
  20 0.975 964.83 277.972
21810000 20
  1 0.025 963.86 290.185
  2 0.075 980.14 284.155
  3 0.125 973.71 279.854
  4 0.175 982.29 285.676
  5 0.225 973.39 282.198
  6 0.275 982.61 283.362
  7 0.325 974.28 285.704
  8 0.375 981.72 283.083
  9 0.425 974.74 287.488
  10 0.475 981.26 283.093
  11 0.525 975.85 286.792
  12 0.575 980.15 278.092
  13 0.625 975.87 276.838
  14 0.675 980.13 276.133
  15 0.725 977.37 279.584
  16 0.775 978.63 281.313
  17 0.825 975.77 280.789
  18 0.875 980.23 284.01
  19 0.925 975.69 283.672
  20 0.975 968.31 278.779
21820000 20
  1 0.025 967.98 290.044
  2 0.075 976.02 285.905
  3 0.125 979.98 278.798
  4 0.175 976.02 284.382
  5 0.225 978.83 281.688
  6 0.275 977.17 288.991
  7 0.325 979.96 284.855
  8 0.375 976.04 281.587
  9 0.425 980.15 281.423
  10 0.475 975.85 280.385
  11 0.525 980.97 284.975
  12 0.575 975.03 278.384
  13 0.625 981.92 284.273
  14 0.675 974.08 281.37
  15 0.725 982.34 277.596
  16 0.775 973.66 274.129
  17 0.825 981.88 283.842
  18 0.875 974.12 285.761
  19 0.925 979.48 280.797
  20 0.975 964.52 283.421
21830000 20
  1 0.025 964.62 282.088
  2 0.075 979.38 283.715
  3 0.125 973.93 284.566
  4 0.175 982.07 282.788
  5 0.225 974.28 284.738
  6 0.275 981.72 285.549
  7 0.325 974.21 285.486
  8 0.375 981.79 280.122
  9 0.425 975.1 281.35
  10 0.475 980.9 279.59
  11 0.525 975.95 284.147
  12 0.575 980.05 276.618
  13 0.625 975.57 285.215
  14 0.675 980.43 279.746
  15 0.725 977.36 275.926
  16 0.775 978.64 277.633
  17 0.825 976.24 284.653
  18 0.875 979.76 283.848
  19 0.925 975.77 281.632
  20 0.975 968.23 283.046
21840000 20
  1 0.025 968.77 279.606
  2 0.075 975.23 283.879
  3 0.125 980.18 287.404
  4 0.175 975.82 280.287
  5 0.225 978.76 288.319
  6 0.275 977.24 289.378
  7 0.325 980.07 281.004
  8 0.375 975.93 278.846
  9 0.425 980.15 280.41
  10 0.475 975.85 280.855
  11 0.525 980.88 282.115
  12 0.575 975.12 280.999
  13 0.625 981.71 279.524
  14 0.675 974.29 281.227
  15 0.725 982.2 284.37
  16 0.775 973.8 286.419
  17 0.825 981.96 284.682
  18 0.875 974.04 282.303
  19 0.925 979.26 280.794
  20 0.975 964.74 278.465
21850000 20
  1 0.025 964.18 286.673
  2 0.075 979.82 281.774
  3 0.125 973.85 288.413
  4 0.175 982.15 285.972
  5 0.225 974.04 280.435
  6 0.275 981.96 285.263
  7 0.325 974.19 278.587
  8 0.375 981.81 278.874
  9 0.425 975.18 284.135
  10 0.475 980.82 278.992
  11 0.525 976.06 279.569
  12 0.575 979.94 277.474
  13 0.625 975.79 281.513
  14 0.675 980.21 287.71
  15 0.725 977.57 280.347
  16 0.775 978.43 278.658
  17 0.825 975.88 284.9
  18 0.875 980.12 283.137
  19 0.925 975.48 280.772
  20 0.975 968.52 283.249
21860000 20
  1 0.025 968.17 282.162
  2 0.075 975.83 283.537
  3 0.125 979.4 288.993
  4 0.175 976.6 284.543
  5 0.225 978.56 289.319
  6 0.275 977.44 285.651
  7 0.325 980.02 280.724
  8 0.375 975.98 281.353
  9 0.425 979.89 282.318
  10 0.475 976.11 278.95
  11 0.525 980.67 280.415
  12 0.575 975.33 274.097
  13 0.625 981.63 280.811
  14 0.675 974.37 281.677
  15 0.725 981.86 285.319
  16 0.775 974.14 284.787
  17 0.825 982.09 287.333
  18 0.875 973.91 281.425
  19 0.925 979.56 279.968
  20 0.975 964.44 278.457
21870000 20
  1 0.025 964.43 278.699
  2 0.075 979.57 281.016
  3 0.125 974.12 286.37
  4 0.175 981.88 285.963
  5 0.225 974.16 279.864
  6 0.275 981.84 286.885
  7 0.325 974.39 286.553
  8 0.375 981.61 283.372
  9 0.425 975.21 283.947
  10 0.475 980.79 278.477
  11 0.525 975.98 277.331
  12 0.575 980.02 282.451
  13 0.625 975.93 280.866
  14 0.675 980.07 283.274
  15 0.725 977.53 281.137
  16 0.775 978.47 280.685
  17 0.825 976.48 294.683
  18 0.875 979.52 287.113
  19 0.925 975.54 277.873
  20 0.975 968.46 270.649
21880000 20
  1 0.025 968.13 281.496
  2 0.075 975.87 277.226
  3 0.125 979.11 277.593
  4 0.175 976.89 286.823
  5 0.225 978.25 287.791
  6 0.275 977.75 285.976
  7 0.325 979.85 288.02
  8 0.375 976.15 284.466
  9 0.425 980.19 277.296
  10 0.475 975.81 279.18
  11 0.525 980.9 280.131
  12 0.575 975.1 281.447
  13 0.625 981.78 287.439
  14 0.675 974.22 285.825
  15 0.725 982.15 280.563
  16 0.775 973.85 276.904
  17 0.825 982.54 283.912
  18 0.875 973.46 281.405
  19 0.925 980.16 280.258
  20 0.975 963.84 282.826
21890000 20
  1 0.025 964.53 281.172
  2 0.075 979.47 281.475
  3 0.125 973.93 282.703
  4 0.175 982.07 283.852
  5 0.225 974.37 283.468
  6 0.275 981.63 288.024
  7 0.325 974.52 283.284
  8 0.375 981.48 281.651
  9 0.425 975.33 281.814
  10 0.475 980.67 283.154
  11 0.525 975.93 280.807
  12 0.575 980.07 275.115
  13 0.625 976.55 285.755
  14 0.675 979.45 284.054
  15 0.725 977.8 286.594
  16 0.775 978.2 288.056
  17 0.825 977.16 278.802
  18 0.875 978.84 278.549
  19 0.925 976.07 280.337
  20 0.975 967.93 283.061
21900000 20
  1 0.025 967.78 281.7
  2 0.075 976.22 288.508
  3 0.125 978.38 283.321
  4 0.175 977.64 282.635
  5 0.225 977.91 283.578
  6 0.275 978.07 284.536
  7 0.325 979.46 280.815
  8 0.375 976.54 284.232
  9 0.425 979.97 285.391
  10 0.475 976.03 279.446
  11 0.525 980.78 283.102
  12 0.575 975.22 279.406
  13 0.625 981.42 282.046
  14 0.675 974.58 282.484
  15 0.725 981.44 284.91
  16 0.775 974.56 280.639
  17 0.825 981.86 285.577
  18 0.875 974.14 283.677
  19 0.925 979.21 280.593
  20 0.975 964.79 273.038
21910000 20
  1 0.025 965.1 278.763
  2 0.075 978.9 282.381
  3 0.125 974.53 283.808
  4 0.175 981.47 283.546
  5 0.225 974.75 283.738
  6 0.275 981.25 287.404
  7 0.325 974.85 286.102
  8 0.375 981.15 283.937
  9 0.425 975.15 281.624
  10 0.475 980.85 285.769
  11 0.525 976.04 281.565
  12 0.575 979.96 281.601
  13 0.625 976.75 279.445
  14 0.675 979.25 281.548
  15 0.725 978.01 279.837
  16 0.775 977.99 284.587
  17 0.825 977.33 283.48
  18 0.875 978.67 280.859
  19 0.925 976.29 275.113
  20 0.975 967.71 282.319
21920000 20
  1 0.025 967.88 283.774
  2 0.075 976.12 279.881
  3 0.125 978.07 281.151
  4 0.175 977.96 282.129
  5 0.225 977.62 283.838
  6 0.275 978.35 287.016
  7 0.325 978.74 282.245
  8 0.375 977.26 288.222
  9 0.425 979.62 281.211
  10 0.475 976.38 281.643
  11 0.525 980.44 278.608
  12 0.575 975.56 286.255
  13 0.625 981.01 283.183
  14 0.675 974.99 280.64
  15 0.725 980.89 284.179
  16 0.775 975.11 281.795
  17 0.825 980.67 278.143
  18 0.875 975.33 283.439
  19 0.925 979.08 280.541
  20 0.975 964.92 284.186
21930000 20
  1 0.025 964.54 286.559
  2 0.075 979.46 281.957
  3 0.125 975.35 285.347
  4 0.175 980.65 283.1
  5 0.225 975.12 279.179
  6 0.275 980.88 285.359
  7 0.325 975.06 281.239
  8 0.375 980.94 279.81
  9 0.425 975.64 281.995
  10 0.475 980.37 283.875
  11 0.525 976.38 278.678
  12 0.575 979.61 281.988
  13 0.625 976.76 284.439
  14 0.675 979.24 280.237
  15 0.725 978.08 280.499
  16 0.775 977.92 278.671
  17 0.825 977.3 286.345
  18 0.875 978.7 285.461
  19 0.925 976.36 278.947
  20 0.975 967.64 283.901
21940000 20
  1 0.025 967.31 278.367
  2 0.075 976.69 284.337
  3 0.125 977.87 279.978
  4 0.175 978.13 283.528
  5 0.225 977.53 286.629
  6 0.275 978.47 281.724
  7 0.325 978.81 285.538
  8 0.375 977.19 279.128
  9 0.425 979.24 277.334
  10 0.475 976.76 281.405
  11 0.525 979.96 282.921
  12 0.575 976.04 281.308
  13 0.625 980.79 281.933
  14 0.675 975.21 282.577
  15 0.725 980.62 284.01
  16 0.775 975.38 285.093
  17 0.825 980.18 283.539
  18 0.875 975.82 281.051
  19 0.925 978.18 289.068
  20 0.975 965.82 280.018
21950000 20
  1 0.025 965.38 284.775
  2 0.075 978.62 283.259
  3 0.125 975.35 281.209
  4 0.175 980.65 286.29
  5 0.225 975.03 287.954
  6 0.275 980.97 281.251
  7 0.325 975.29 276.74
  8 0.375 980.71 282.476
  9 0.425 976.06 277.591
  10 0.475 979.94 279.944
  11 0.525 976.66 281.858
  12 0.575 979.34 284.99
  13 0.625 977.21 283.457
  14 0.675 978.79 284.462
  15 0.725 978.4 283.956
  16 0.775 977.57 280.257
  17 0.825 977.38 282.846
  18 0.875 978.65 282.279
  19 0.925 976.7 281.22
  20 0.975 967.3 280.482
21960000 20
  1 0.025 967.22 282.185
  2 0.075 976.78 279.788
  3 0.125 977.88 279.781
  4 0.175 978.12 290.079
  5 0.225 977.49 284.128
  6 0.275 978.51 284.584
  7 0.325 978.6 281.781
  8 0.375 977.4 279.624
  9 0.425 979.14 281.38
  10 0.475 976.86 281.605
  11 0.525 979.76 283.062
  12 0.575 976.24 284.465
  13 0.625 980.59 283.542
  14 0.675 975.41 289.237
  15 0.725 980.14 284.284
  16 0.775 975.86 276.847
  17 0.825 979.76 280.915
  18 0.875 976.24 279.867
  19 0.925 978.43 277.381
  20 0.975 965.57 282.337
21970000 20
  1 0.025 965.41 280.815
  2 0.075 978.59 282.207
  3 0.125 976.29 278.491
  4 0.175 979.71 282.525
  5 0.225 976.18 287.018
  6 0.275 979.82 284.66
  7 0.325 975.67 282.381
  8 0.375 980.33 276.478
  9 0.425 976.67 278.031
  10 0.475 979.33 282.956
  11 0.525 977.02 284.632
  12 0.575 978.98 287.718
  13 0.625 977.22 286.879
  14 0.675 978.78 283.651
  15 0.725 978.68 283.662
  16 0.775 977.32 281.53
  17 0.825 978.39 280.67
  18 0.875 977.61 281.374
  19 0.925 976.83 279.944
  20 0.975 967.17 280.544
21980000 20
  1 0.025 967.22 285.982
  2 0.075 976.78 278.281
  3 0.125 977.65 279.064
  4 0.175 978.35 279.886
  5 0.225 977.33 283.937
  6 0.275 978.67 282.396
  7 0.325 978.69 279.609
  8 0.375 977.31 279.719
  9 0.425 979.02 280.708
  10 0.475 976.98 283.613
  11 0.525 979.4 289.335
  12 0.575 976.6 289.121
  13 0.625 980.24 286.892
  14 0.675 975.76 286.39
  15 0.725 980.13 281.78
  16 0.775 975.87 283.657
  17 0.825 979.76 285.172
  18 0.875 976.24 280.046
  19 0.925 978.2 281.368
  20 0.975 965.8 274.397
21990000 20
  1 0.025 964.84 279.575
  2 0.075 979.16 284.323
  3 0.125 975.9 275.631
  4 0.175 980.1 280.075
  5 0.225 975.91 282.38
  6 0.275 980.09 281.2
  7 0.325 975.77 282.249
  8 0.375 980.23 285.845
  9 0.425 976.78 281.684
  10 0.475 979.22 282.722
  11 0.525 977.13 281.242
  12 0.575 978.87 279.643
  13 0.625 977.58 286.751
  14 0.675 978.42 290.489
  15 0.725 978.38 286.459
  16 0.775 977.62 283.166
  17 0.825 978.23 286.244
  18 0.875 977.77 282.896
  19 0.925 977.01 276.512
  20 0.975 966.99 277.725
22000000 20
  1 0.025 966.85 277.806
  2 0.075 977.15 278.324
  3 0.125 977.59 289.546
  4 0.175 978.41 281.605
  5 0.225 977.48 282.95
  6 0.275 978.52 279.342
  7 0.325 978.55 282.99
  8 0.375 977.45 279.977
  9 0.425 978.92 280.959
  10 0.475 977.08 283.317
  11 0.525 979.2 287.8
  12 0.575 976.8 279.11
  13 0.625 980.15 284.63
  14 0.675 975.85 279.946
  15 0.725 980.65 286.101
  16 0.775 975.35 284.826
  17 0.825 979.96 282.659
  18 0.875 976.04 283.245
  19 0.925 978.98 284.211
  20 0.975 965.02 278.488
22010000 20
  1 0.025 964.78 288.666
  2 0.075 979.22 281.493
  3 0.125 976.44 279.733
  4 0.175 979.56 279.262
  5 0.225 976.39 278.821
  6 0.275 979.61 283.582
  7 0.325 976.13 284.676
  8 0.375 979.87 284.57
  9 0.425 976.9 287.231
  10 0.475 979.1 288.678
  11 0.525 977.05 282.233
  12 0.575 978.95 278.621
  13 0.625 977.56 284.182
  14 0.675 978.44 275.509
  15 0.725 978.78 286.115
  16 0.775 977.22 280.399
  17 0.825 978.97 275.112
  18 0.875 977.03 285.702
  19 0.925 977.4 283.233
  20 0.975 966.6 279.949
22020000 20
  1 0.025 966.95 281.081
  2 0.075 977.05 283.499
  3 0.125 976.98 286.491
  4 0.175 979.02 282.807
  5 0.225 977.38 285.196
  6 0.275 978.62 282.78
  7 0.325 978.45 280.31
  8 0.375 977.55 287.565
  9 0.425 978.92 286.292
  10 0.475 977.08 279.677
  11 0.525 979.26 279.92
  12 0.575 976.72 280.335
  13 0.625 980.07 281.167
  14 0.675 975.95 276.228
  15 0.725 980.32 278.968
  16 0.775 975.68 283.206
  17 0.825 980.09 277.619
  18 0.875 975.91 285.258
  19 0.925 979.31 287.371
  20 0.975 964.69 282.726
22030000 20
  1 0.025 965.15 280.481
  2 0.075 978.85 283.271
  3 0.125 976.06 283.135
  4 0.175 979.94 284.482
  5 0.225 975.64 283.605
  6 0.275 980.36 285.666
  7 0.325 976 285.266
  8 0.375 980 282.255
  9 0.425 976.79 280.96
  10 0.475 979.21 277.561
  11 0.525 977.07 276.797
  12 0.575 978.93 281.014
  13 0.625 977.47 284.621
  14 0.675 978.53 277.751
  15 0.725 978.33 281.166
  16 0.775 977.65 287.336
  17 0.825 978.27 282.88
  18 0.875 977.75 282.395
  19 0.925 977.37 282.341
  20 0.975 966.63 283.699
22040000 20
  1 0.025 966.76 278.332
  2 0.075 977.24 284.046
  3 0.125 977.26 285.034
  4 0.175 978.76 281.807
  5 0.225 977.41 285.707
  6 0.275 978.57 282.362
  7 0.325 978.41 283.036
  8 0.375 977.59 282.986
  9 0.425 978.81 281.679
  10 0.475 977.19 277.178
  11 0.525 979.33 278.158
  12 0.575 976.67 286.531
  13 0.625 980.03 283.589
  14 0.675 975.97 277.804
  15 0.725 980.34 278.1
  16 0.775 975.66 282.377
  17 0.825 979.73 282.511
  18 0.875 976.27 282.164
  19 0.925 978.42 284.866
  20 0.975 965.58 285.205
22050000 20
  1 0.025 965.12 286.586
  2 0.075 978.88 279.716
  3 0.125 975.69 283.093
  4 0.175 980.31 281.33
  5 0.225 975.36 284.456
  6 0.275 980.64 281.783
  7 0.325 976.12 281.566
  8 0.375 979.89 281.858
  9 0.425 976.8 282.022
  10 0.475 979.19 277.545
  11 0.525 977.3 281.335
  12 0.575 978.7 285.592
  13 0.625 977.7 280.562
  14 0.675 978.3 281.273
  15 0.725 978.51 285.081
  16 0.775 977.44 284.847
  17 0.825 978.96 281.828
  18 0.875 977.09 278.138
  19 0.925 977.36 284.016
  20 0.975 966.64 285.034
22060000 20
  1 0.025 966.35 284.276
  2 0.075 977.65 282.617
  3 0.125 977.06 277.561
  4 0.175 978.98 282.457
  5 0.225 977.47 286.205
  6 0.275 978.49 285.703
  7 0.325 978.18 279.179
  8 0.375 977.82 285.838
  9 0.425 978.72 279.618
  10 0.475 977.28 280.865
  11 0.525 979.23 285.092
  12 0.575 976.77 287.27
  13 0.625 980.09 284.097
  14 0.675 975.91 281.424
  15 0.725 980.7 277.154
  16 0.775 975.3 280.341
  17 0.825 980.48 283.878
  18 0.875 975.52 287.755
  19 0.925 978.89 278.933
  20 0.975 965.11 279.499
22070000 20
  1 0.025 965.15 284.04
  2 0.075 978.85 284.234
  3 0.125 975.76 281.002
  4 0.175 980.24 279.249
  5 0.225 975.3 286.681
  6 0.275 980.7 284.222
  7 0.325 975.85 285.088
  8 0.375 980.15 286.84
  9 0.425 976.72 283.275
  10 0.475 979.28 279.22
  11 0.525 977.32 279.577
  12 0.575 978.68 282.162
  13 0.625 977.97 280.688
  14 0.675 978.03 282.932
  15 0.725 978.75 282.26
  16 0.775 977.2 280.254
  17 0.825 979.17 283.961
  18 0.875 976.88 285.485
  19 0.925 977.73 280.968
  20 0.975 966.27 278.961
22080000 20
  1 0.025 966.92 286.465
  2 0.075 977.08 281.001
  3 0.125 977.29 284.227
  4 0.175 978.78 278.821
  5 0.225 977.19 279.963
  6 0.275 978.74 280.816
  7 0.325 978.03 283.388
  8 0.375 977.97 285.615
  9 0.425 978.7 288.651
  10 0.475 977.3 281.022
  11 0.525 979.38 279.089
  12 0.575 976.61 281.676
  13 0.625 980.37 279.611
  14 0.675 975.64 282.758
  15 0.725 980.91 280.261
  16 0.775 975.09 279.351
  17 0.825 981.18 284.053
  18 0.875 974.82 283.577
  19 0.925 979.38 284.632
  20 0.975 964.62 278.478
22090000 20
  1 0.025 964.98 287.786
  2 0.075 979.02 277.091
  3 0.125 975.06 283.407
  4 0.175 980.94 280.848
  5 0.225 975.16 282.365
  6 0.275 980.84 287.145
  7 0.325 975.67 277.509
  8 0.375 980.35 283.67
  9 0.425 976.69 280.994
  10 0.475 979.29 285.76
  11 0.525 977.47 283.837
  12 0.575 978.53 280.53
  13 0.625 978.11 282.31
  14 0.675 977.89 279.694
  15 0.725 978.95 283.107
  16 0.775 977.03 282.809
  17 0.825 979.5 282.459
  18 0.875 976.52 280.979
  19 0.925 977.72 280.211
  20 0.975 966.28 283.879
22100000 20
  1 0.025 966.23 284.869
  2 0.075 977.77 283.459
  3 0.125 976.76 284.097
  4 0.175 979.24 277.861
  5 0.225 977.1 275.831
  6 0.275 978.9 286.802
  7 0.325 978.1 278.387
  8 0.375 977.9 282.044
  9 0.425 978.72 283.923
  10 0.475 977.28 282.849
  11 0.525 979.54 283.002
  12 0.575 976.46 288.026
  13 0.625 980.27 289.335
  14 0.675 975.73 284.234
  15 0.725 980.66 279.733
  16 0.775 975.34 279.52
  17 0.825 981.07 284.518
  18 0.875 974.93 281.157
  19 0.925 978.76 281.562
  20 0.975 965.24 281.186
22110000 20
  1 0.025 965.08 282.785
  2 0.075 978.92 279.148
  3 0.125 974.99 279.311
  4 0.175 981.01 283.707
  5 0.225 975.48 281.6
  6 0.275 980.52 282.011
  7 0.325 975.93 283.761
  8 0.375 980.1 280.386
  9 0.425 976.62 282.619
  10 0.475 979.35 281.103
  11 0.525 977.52 282.258
  12 0.575 978.48 282.158
  13 0.625 978.14 280.886
  14 0.675 977.86 280.249
  15 0.725 979.29 283.587
  16 0.775 976.59 282.969
  17 0.825 979.24 285.422
  18 0.875 976.88 284.868
  19 0.925 977.51 279.057
  20 0.975 966.49 286.076
22120000 20
  1 0.025 965.92 281.713
  2 0.075 978.08 280.189
  3 0.125 976.91 279.575
  4 0.175 979.21 283.188
  5 0.225 976.5 278.105
  6 0.275 979.38 284.849
  7 0.325 977.63 281.477
  8 0.375 978.37 283.648
  9 0.425 978.39 276.533
  10 0.475 977.61 283.597
  11 0.525 979.27 289.406
  12 0.575 976.73 283.121
  13 0.625 979.89 284.215
  14 0.675 976.11 277.096
  15 0.725 979.98 284.669
  16 0.775 976.01 280.32
  17 0.825 980.27 286.664
  18 0.875 975.74 284.326
  19 0.925 978.78 281.817
  20 0.975 965.22 283.181
22130000 20
  1 0.025 965.13 281.188
  2 0.075 978.87 283.191
  3 0.125 974.99 281.858
  4 0.175 981.05 278.936
  5 0.225 975.79 277.811
  6 0.275 980.17 281.23
  7 0.325 976.31 277.45
  8 0.375 979.69 279.659
  9 0.425 976.87 278.344
  10 0.475 979.13 284.926
  11 0.525 977.61 283.899
  12 0.575 978.39 284.848
  13 0.625 978.34 287.551
  14 0.675 977.57 285.996
  15 0.725 979.53 284.968
  16 0.775 976.46 283.854
  17 0.825 978.52 283.837
  18 0.875 977.58 279.684
  19 0.925 977.56 276.084
  20 0.975 966.44 289.05
22140000 20
  1 0.025 965.67 277.551
  2 0.075 978.33 280.776
  3 0.125 976.58 285.289
  4 0.175 979.57 278.838
  5 0.225 976.22 279.928
  6 0.275 979.65 279.467
  7 0.325 977.49 280.457
  8 0.375 978.49 283.426
  9 0.425 978.13 283.606
  10 0.475 977.88 283.114
  11 0.525 979.07 289.192
  12 0.575 976.92 286.387
  13 0.625 979.57 284.229
  14 0.675 976.43 280.063
  15 0.725 980.06 281.693
  16 0.775 975.89 278.039
  17 0.825 980.55 279.453
  18 0.875 975.5 283.517
  19 0.925 978.67 285.026
  20 0.975 965.33 286.828
22150000 20
  1 0.025 965.74 282.054
  2 0.075 978.26 279.336
  3 0.125 976.13 276.062
  4 0.175 979.98 283.35
  5 0.225 976.16 277.159
  6 0.275 979.73 281.286
  7 0.325 976.69 283.77
  8 0.375 979.32 283.657
  9 0.425 977.35 282.497
  10 0.475 978.64 283.322
  11 0.525 978.07 288.061
